content,new,sentiment
mood pré eclipse https://t.co/exvDzFtQ7e,"['mood', 'pr', 'eclipse']",Positive
A rare photo of Schrödinger's cat 📸 🐈📦 🤣 https://t.co/jT4NPLRzr3,"['rare', 'photo', 'schrdingers']",Positive
a monica martelli e a samantha schmutz 🥺🥺🥺 https://t.co/77Ninpvxg1,"['monica', 'martelli', 'samantha', 'schmutz']",Positive
"Meanwhile, inside the box, Schrödinger's cat plans its revenge. https://t.co/kUEKYB1A7E","['meanwhile', 'inside', 'box', 'schrdingers', 'plans', 'revenge']",Positive
"Comunicado Oficial: Zinedine Zidane.
#RealMadrid","['comunicado', 'oficial', 'zinedine', 'zidane', 'realmadrid']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#몬스타엑스 #MONSTAX 

#MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/MOYKbT02un","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#몬스타엑스 #MONSTAX 

#MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/LpMu094Okl","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#몬스타엑스 #MONSTAX 

#MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/82nw9V40Hn","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#몬스타엑스 #MONSTAX 

#MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/tKAak4dQkm","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"Thundercat &amp; Doja Cat, April 2013. https://t.co/MhZ9a7Deip","['thundercat', 'amp', 'doja', 'april']",Positive
"Süleyman Soylu: ""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris ac libero eget nunc finibus venenatis nec eu sapien."" https://t.co/tn5yfNm1i0","['sleyman', 'soylu', 'lorem', 'ipsum', 'dolor', 'amet', 'consectetur', 'adipiscing', 'elit', 'mauris', 'ac', 'libero', 'eget', 'nunc', 'finibus', 'venenatis', 'nec', 'sapien']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#기현 #KIHYUN
#주헌 #JOOHONEY
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/NPuDBYqwZ9","['monsta', 'x', 'mini', 'photo', 'kihyun', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'joohoney', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/vZ6Tsf63bL","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/GTTZdOWVwX","['monsta', 'x', 'mini', 'photo', 'joohoneymonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#기현 #KIHYUN

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/XWMIYYfvyQ","['monsta', 'x', 'mini', 'photo', 'kihyunmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#셔누 #SHOWNU
#민혁 #MINHYUK
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/O0ZCnxeHzL","['monsta', 'x', 'mini', 'photo', 'shownu', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'minhyuk', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/51OqDnACFK","['monsta', 'x', 'mini', 'photo', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/1KacgUY47w","['monsta', 'x', 'mini', 'photo', 'minhyukmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #4
#셔누 #SHOWNU

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/7KwU7KnMJ3","['monsta', 'x', 'mini', 'photo', 'shownumonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
Ghibli Nature 🍃 https://t.co/cENBO0oiOQ,"['ghibli', 'nature']",Positive
"Pittsburgh Weekly Gazette, Pennsylvania, August 16, 1905 https://t.co/AofpCbHNBG","['pittsburgh', 'weekly', 'gazette', 'pennsylvania', 'august']",Positive
playboi carti &amp; iggy azalea in 2009 https://t.co/Nd5vNbF3Ap,"['playboi', 'carti', 'amp', 'iggy', 'azalea']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#민혁 #MINHYUK
#기현 #KIHYUN
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/7r2COHVVu5","['monsta', 'x', 'mini', 'photo', 'minhyuk', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'kihyun', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/yq4WHvJ0yG","['monsta', 'x', 'mini', 'photo', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#기현 #KIHYUN

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/RBnYR1FYCN","['monsta', 'x', 'mini', 'photo', 'kihyunmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/5WIa5EYTN1","['monsta', 'x', 'mini', 'photo', 'minhyukmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#셔누 #SHOWNU
#주헌 #JOOHONEY
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/hJEjDTPyjS","['monsta', 'x', 'mini', 'photo', 'shownu', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'joohoney', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/IBm30PRjbb","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/8YVPwmrUt4","['monsta', 'x', 'mini', 'photo', 'joohoneymonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #3
#셔누 #SHOWNU

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/L1x4on3xA1","['monsta', 'x', 'mini', 'photo', 'shownumonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"aleluia, Lumena https://t.co/J3yjyZ7OQy","['aleluia', 'lumena']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#형원 #HYUNGWON
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/RS0WWrULSd","['monsta', 'x', 'mini', 'photo', 'hyungwonim', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/2kv0yVU5sq","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/HgRSUkDSlW","['monsta', 'x', 'mini', 'photo', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#기현 #KIHYUN
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/DG78OhYAYV","['monsta', 'x', 'mini', 'photo', 'kihyun', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'joohoney', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/RahkvnJhno","['monsta', 'x', 'mini', 'photo', 'joohoneymonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#기현 #KIHYUN

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/vNjB3XfUAw","['monsta', 'x', 'mini', 'photo', 'kihyunmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#셔누 #SHOWNU
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/O4Lk64kfBS","['monsta', 'x', 'mini', 'photo', 'shownu', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'minhyuk', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/g3WHQH8qmK","['monsta', 'x', 'mini', 'photo', 'minhyukmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #2
#셔누 #SHOWNU

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/pYBJqrK5hA","['monsta', 'x', 'mini', 'photo', 'shownumonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
Dimitrescu Daughters https://t.co/VC0z46cVjP,"['dimitrescu', 'daughters']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#형원 #HYUNGWON
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/8RS2MMV7WA","['monsta', 'x', 'mini', 'photo', 'hyungwonim', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#IM #아이엠

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/PP2NRm1XAb","['monsta', 'x', 'mini', 'photo', 'monstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#형원 #HYUNGWON

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/whHYSdEgkB","['monsta', 'x', 'mini', 'photo', 'hyungwonmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#기현 #KIHYUN
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/k2StdEMSMl","['monsta', 'x', 'mini', 'photo', 'kihyun', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'joohoney', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#주헌 #JOOHONEY

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/n1PDBcKnXO","['monsta', 'x', 'mini', 'photo', 'joohoneymonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#기현 #KIHYUN

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/eG7iadWzwJ","['monsta', 'x', 'mini', 'photo', 'kihyunmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#셔누 #SHOWNU
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/92Aa7BRwX0","['monsta', 'x', 'mini', 'photo', 'shownu', 'monstaxoneofakindconceptphoto', 'album', 'ltone', 'kindgt', 'concept', 'minhyuk', 'monstax']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#민혁 #MINHYUK

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/SivccqBC6n","['monsta', 'x', 'mini', 'photo', 'minhyukmonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
"MONSTA X MINI ALBUM
&lt;One Of A Kind&gt;

CONCEPT PHOTO #1
#셔누 #SHOWNU

#몬스타엑스
#MONSTAX #MONSTA_X
#One_Of_A_Kind
#CONCEPT_PHOTO https://t.co/7ALfXZ4Ayz","['monsta', 'x', 'mini', 'photo', 'shownumonstax', 'album', 'ltone', 'kindgt', 'concept', 'monstax', 'oneofakind', 'conceptphoto']",Positive
DAUUUGHMEEENEEEKEN REPUBLICCCC! ganun dapat Olivia https://t.co/sKqbxLIQa3,"['dauuughmeeeneeeken', 'republicccc', 'ganun', 'olivia']",Positive
Lady Dimitrescu's Sons 😳 https://t.co/UeGZGm3O2l,"['lady', 'dimitrescus', 'sons']",Positive
Lady Dimitrescu https://t.co/ooW379JI8a,"['lady', 'dimitrescu']",Positive
Lady Dimitrescu https://t.co/rXgjIzf7Us,"['lady', 'dimitrescu']",Positive
Lady Dimitrescu #ResidentEvilVillage #digital #sketch https://t.co/WrVbQzeobV,"['lady', 'dimitrescu', 'residentevilvillage', 'digital', 'sketch']",Positive
gato de schrödinger https://t.co/8uQazQ3PrF,"['gato', 'schrdinger']",Positive
"ThankGod for life 🙏🏽
Kelechukwu maka’Ndu bu isi 🙏🏽","['thankgod', 'life', 'makandu', 'kelechukwu']",Negative
Casual Alcina Dimitrescu mod as an experiment! https://t.co/zHM3a7vwbR,"['casual', 'alcina', 'dimitrescu', 'experiment']",Positive
SEOKJIN'S SIDE PROFILE?? https://t.co/PuCmCccSSh,"['seokjins', 'side', 'profile']",Positive
Fiuk estragou nossa final 😭😭😭,"['fiuk', 'estragou', 'final']",Negative
Colorful interiors https://t.co/ghHdDoet0G,"['colorful', 'interiors']",Positive
"Dr Eggman                Dr Robotnik 
In Japanese              In American
artwork                      artwork https://t.co/h9S5LvbUt8","['dr', 'eggman', 'dr', 'robotnik', 'japanese', 'artwork', 'american', 'artwork']",Positive
Jv deceder a cause de tiktok https://t.co/FDLILsMlhI,"['jv', 'deceder', 'cause', 'tiktok']",Positive
Expunge all cannabis criminal records!,"['expunge', 'cannabis', 'criminal', 'records']",Negative
POV: buceas sin mascarilla https://t.co/H5JUpKUuOx,"['pov', 'buceas', 'mascarilla']",Positive
"CHRISTOPHER MELONI
IS EXCELLENT,
CHARISMATIC ACTOR.","['christopher', 'excellentcharismatic', 'actor', 'meloni']",Positive
"🟡🔴 Eboué, Sneijder &amp; Drogba inspire Galatasaray to a victory against Real Madrid #OTD in 2013... 

@didierdrogba &amp; @sneijder101010 🔥

@Galatasaray | #UCL https://t.co/0Wjxvci3do","['ebou', 'sneijder', 'amp', 'drogba', 'inspire', 'galatasaray', 'victory', 'real', 'madrid', 'otd', 'amp', 'sneijder', 'ucl', 'didierdrogba', 'galatasaray']",Positive
"Arthur: cusão
Fiuk: https://t.co/eMehn1Prpn","['arthur', 'cuso', 'fiuk']",Positive
"MAJOR power from Shohei Ohtani.

#MakeItMajor https://t.co/spus0KJRBO","['major', 'power', 'shohei', 'ohtani', 'makeitmajor']",Positive
A beleza e estilo de Whoopi Goldberg. https://t.co/Z6UkjlV0U7,"['beleza', 'estilo', 'whoopi', 'goldberg']",Positive
floral care 💐 https://t.co/r9S56MdKGS,['floral'],Positive
ANGRY EYEBROWS(`・ω・´) https://t.co/dSPsjcIEbf,"['angry', 'eyebrows']",Negative
"@disxpix - Politician
- CEO
- Cinnamon Toast Crunch Social Media Coordinator","['disxpix', 'ceo', 'cinnamon', 'toast', 'crunch', 'social', 'media', 'coordinator', 'politician']",Positive
"ivermectolffo, azitromisarah e hidroxiclorocaio https://t.co/vGRHmKLc7k","['ivermectolffo', 'azitromisarah', 'hidroxiclorocaio']",Positive
Q q o fiuk ia fazer numa balada em goiania,"['q', 'q', 'fiuk', 'fazer', 'balada', 'goiania']",Positive
"Vous vous souvenez du petit Rafik, sa mère est décédée aujourd’hui الله yerhamha, qu’الله lui accorde le fidaws 🤲🏼 https://t.co/ae3nR6tNPo","['souvenez', 'petit', 'rafik', 'mre', 'dcde', 'aujourdhui', 'yerhamha', 'accorde', 'fidaws']",Positive
muleque de vila capotou e fiuk tratorou https://t.co/9BLHKacCmY,"['muleque', 'vila', 'capotou', 'fiuk', 'tratorou']",Positive
90's anime aesthetic https://t.co/eYT0SOCioh,"['anime', 'aesthetic']",Positive
"""Dynamite"" is now #1 in 20 countries

#1 Brazil
#1 Chile
#1 Colombia
#1 Costa Rica
#1 Ecuador
#1 Estonia
#1 Finland
#1 Kazakhstan
#1 Lithuania
#1 Mexico
#1 Oman
#1 Paraguay
#1 Philippines
#1 Poland
#1 Portugal
#1 Romania
#1 Saudi Arabia
#1 Spain
#1 Turkey
#1 United Arab Emirates","['dynamite', 'brazil', 'colombia', 'costa', 'ecuador', 'finland', 'lithuania', 'oman', 'philippines', 'portugal', 'saudi', 'spain', 'united', 'arab', 'emirates', 'countries', 'chile', 'rica', 'estonia', 'kazakhstan', 'mexico', 'paraguay', 'poland', 'romania', 'arabia', 'turkey']",Positive
"*calor de 40ºC*

Brazilians: https://t.co/2eW1iFFkN2","['calor', 'brazilians']",Positive
seokjin at grammys ➡️ locals whipped ➡️ seokjin trending ➡️ drama directors saw him ➡️ actor jin ➡️ jin on oscars ➡️ best actor jin,"['seokjin', 'grammys', 'locals', 'whipped', 'seokjin', 'trending', 'drama', 'directors', 'saw', 'actor', 'jin', 'jin', 'oscars', 'best', 'actor', 'jin']",Positive
Organic villa in Tulum. Heaven. https://t.co/i2JYJzg1rT,"['organic', 'villa', 'tulum', 'heaven']",Positive
disparu                                      pareil https://t.co/jOQNVw8W4b,"['disparu', 'pareil']",Negative
joseph pussy (zé buceta),"['joseph', 'pussy', 'buceta']",Negative
"99,17%

MAIOR REJEIÇÃO 

ESTOU CHOCADO KOWJEIWIWIWI","['rejeio', 'chocado', 'kowjeiwiwiwi', 'maior']",Negative
