content,new,sentiment
FUCKING HELLLSJDKSJSJ https://t.co/DzOmlH93xR,"['fucking', 'helllsjdksjsj']",Negative
wachin https://t.co/gZXOOviaNT,['wachin'],Positive
HELLOAKJDKDOWJDJ!!! https://t.co/2Wqp8sPnYS,['helloakjdkdowjdj'],Positive
A h G e t s 😃 https://t.co/1PbJut7Tlu,['g'],Positive
Reinier ➡ Haalandinho https://t.co/ToQ3bbsCKh,"['reinier', 'haalandinho']",Positive
2beer! titipaan https://t.co/mlw0WQaLTD,"['beer', 'titipaan']",Positive
Nineteen💋🍓🎈🌶❤🍄 https://t.co/7OrJoVH1Vx,['nineteen'],Positive
Bestie https://t.co/66ZkDUbxhW,['bestie'],Positive
"van gogh museum, amsterdam https://t.co/TXPCzjNJeV","['gogh', 'museum', 'amsterdam']",Positive
"Iemand antwoordde onder de foto van mijn broer dat hij lelijk is. Best lachwekkend. Mijn broer is namelijk puur, grappig, zorgzaam en liefdevol. Oftewel: een héél stuk mooier dan de anonieme trollen hier op Twitter. Daarom nogmaals een foto van hem. Omdat hij zo mooi is. https://t.co/5NngShnGJD","['antwoordde', 'foto', 'broer', 'lelijk', 'best', 'lachwekkend', 'broer', 'namelijk', 'puur', 'grappig', 'zorgzaam', 'liefdevol', 'oftewel', 'hl', 'stuk', 'mooier', 'anonieme', 'trollen', 'twitter', 'daarom', 'nogmaals', 'foto', 'mooi']",Positive
danette duo 🤍🖤 https://t.co/H16Fs8puxu,"['danette', 'duo']",Positive
Allen &gt;&gt;&gt;&gt; https://t.co/V99Tt8Ez5w,['gtgtgtgt'],Positive
jennie for calvin klein https://t.co/oFwaTub3gT,"['jennie', 'calvin', 'klein']",Positive
royal guard (zelda defense squad) https://t.co/HmfkUAcdr0,"['royal', 'guard', 'zelda', 'defense', 'squad']",Positive
OKÉ MO! 👏🏽 https://t.co/Juh1DJYmGt,"['ok', 'mo']",Positive
MAAM https://t.co/O1isOO4eVc,['maam'],Positive
hahahaha oops https://t.co/iJvxuJkkmg,"['hahahaha', 'oops']",Negative
"Kloud beer instagram @BTS_twt 
https://t.co/vnajTSkEnL https://t.co/GA2riYLPB4","['kloud', 'beer', 'instagram', 'btstwt']",Negative
xiaoven 4NEMO funnies https://t.co/Tazn6Meijb,"['xiaoven', 'nemo', 'funnies']",Positive
ZOINKERS https://t.co/kNXtX5kqFl,['zoinkers'],Positive
vlogger jungkook https://t.co/xLdpqu6kgI,"['vlogger', 'jungkook']",Positive
Van Gogh https://t.co/YVEIyCfJqc,['gogh'],Positive
joonie 🥺 https://t.co/pEw1mGjiD7,['joonie'],Positive
passando maaaaaaal kkkkkkkkkkkijkkkk https://t.co/PwdpxFpTRx,"['passando', 'maaaaaaal', 'kkkkkkkkkkkijkkkk']",Positive
Main Title - Banjo-Kazooie https://t.co/QoywYa7HCm,"['main', 'title', 'banjokazooie']",Positive
Kevin De Bruyne today ✨ https://t.co/2kxI38RC40,"['kevin', 'bruyne', 'today']",Positive
Rrrrrrrrr kkkk ui ui https://t.co/t3GEnCYL5S,"['rrrrrrrrr', 'kkkk', 'ui', 'ui']",Positive
"😎Monroe

#jacksonwang
#CHECKININ
#TEAMWANG 
@teamwangofcl https://t.co/FHPv53iNdg","['teamwangofcl', 'monroe', 'jacksonwang', 'checkinin', 'teamwang']",Positive
genel https://t.co/ysyhJMWs7G,['genel'],Positive
"bazaarkorea📸🌹
@bazaarkorea 
#HarpersBazaarKR
#TEAMWANG
#JacksonWang
@teamwangofcl https://t.co/ug6aM6wkuJ","['harpersbazaarkrteamwangjacksonwangteamwangofcl', 'bazaarkorea', 'bazaarkorea']",Negative
blondie shmondie 👱🏽‍♀️✨ https://t.co/8NPpoauMDF,"['blondie', 'shmondie']",Positive
Van Gogh https://t.co/xOu5jaCCrl,['gogh'],Positive
@CORPSE bestie,"['corpse', 'bestie']",Negative
First player not called Messi to win MOTM for Barça in 2021. 👑 https://t.co/qMJBpPnb81,"['first', 'player', 'called', 'messi', 'win', 'motm', 'bara']",Positive
"Man, May at SNL is 🔥🔥🔥! https://t.co/jupNlhDwf0","['may', 'snl']",Positive
"BHJCKJNSJKNSCJKNOKSCKJBBHJCSABJKHAHJSBBHIJLULASHUISCBLJKSLKJNCD

YESSSSSSSSSSSSSSS!!!!!!!!! https://t.co/AAkj3pwVRp","['bhjckjnsjknscjknoksckjbbhjcsabjkhahjsbbhijlulashuiscbljkslkjncd', 'yesssssssssssssss']",Positive
AHHAJAHSWOEJAPSHSOSJSOSJS https://t.co/rzic2B1f7P,['ahhajahswoejapshsosjsosjs'],Positive
@sapnapalt Blonde George https://t.co/A8hKaAl7Qi,"['sapnapalt', 'blonde', 'george']",Positive
JUNGKOOK X LOUIS VUITTON https://t.co/aJXHLUA0uX,"['jungkook', 'x', 'louis', 'vuitton']",Positive
"😭😭😭😭😭😭😭😭
😭😭😭😭😭😭😭😭😭
😭😭                           😭😭
😭😭                            😭😭
😭😭                            😭😭
😭😭                           😭😭
😭😭😭😭😭😭😭😭
😭😭😭😭😭😭😭
😭😭
😭😭
😭😭
😭😭
😭😭 engen duit","['engen', 'duit']",Negative
Vans x Marvel https://t.co/W6xLWzJBvC,"['vans', 'x', 'marvel']",Positive
master keef https://t.co/nt2NMC4iFr,"['master', 'keef']",Positive
Vans x Van Gogh https://t.co/7E73tygyGV,"['vans', 'x', 'gogh']",Positive
jungkook in calvin klein jeans https://t.co/Oq7gHlos1I,"['jungkook', 'calvin', 'klein', 'jeans']",Positive
Air Jordan 1 « Zoom Comfort x PSG » https://t.co/7R12fe6okp,"['air', 'jordan', 'zoom', 'comfort', 'x', 'psg']",Positive
"#FanTweets with ROSÉ #SingleAlbum

#ROSÉ #로제 #BLACKPINK #블랙핑크 #R #OnTheGround #Gone #YG https://t.co/axn3gSTqkR","['fantweets', 'ros', 'blackpink', 'r', 'ontheground', 'gone', 'yg', 'singlealbum', 'ros']",Positive
"#FanTweets with ROSÉ #Hank

#ROSÉ #로제 #BLACKPINK #블랙핑크 #R #OnTheGround #Gone #YG https://t.co/lCBakb6rva","['fantweets', 'ros', 'blackpink', 'r', 'ontheground', 'gone', 'yg', 'hank', 'ros']",Positive
"#FanTweets with ROSÉ #Life

#ROSÉ #로제 #BLACKPINK #블랙핑크 #R #OnTheGround #Gone #YG https://t.co/QNvhVZc7v6","['fantweets', 'ros', 'blackpink', 'r', 'ontheground', 'gone', 'yg', 'life', 'ros']",Positive
"#FanTweets with ROSÉ #Stage

#ROSÉ #로제 #BLACKPINK #블랙핑크 #R #OnTheGround #Gone #YG https://t.co/V6yCH5BJYu","['fantweets', 'ros', 'blackpink', 'r', 'ontheground', 'gone', 'yg', 'stage', 'ros']",Negative
@tommyaltinnit vlog #2 INCOMING!,"['tommyaltinnit', 'vlog', 'incoming']",Positive
@GeorgeNotFound Blonde George,"['georgenotfound', 'blonde', 'george']",Negative
"Bonjour, goede morgen  https://t.co/fF26QBz0tT","['bonjour', 'goede', 'morgen']",Positive
"xiaoven
xiao wit piercings https://t.co/JtEcoCvM5s","['wit', 'piercings', 'xiaoven', 'xiao']",Positive
ovulation pussy is dangerous,"['ovulation', 'pussy', 'dangerous']",Negative
OH YMGOFDDDDDD https://t.co/rHMiBTsNWf,"['oh', 'ymgofdddddd']",Positive
Natasha BEEN Bedingfield https://t.co/4g4MF7C46O,"['natasha', 'bedingfield']",Positive
OMG NATASHA BEDINGFIELDDD https://t.co/YKubf0u2cu,"['omg', 'natasha', 'bedingfielddd']",Positive
a juliette https://t.co/EK0JfXMP7B,['juliette'],Positive
Monkey MindPong https://t.co/7zstTZ1X1w https://t.co/GYrYNsJ68u,"['monkey', 'mindpong']",Positive
sum modern xiaoven doodles https://t.co/Wnao68iC67,"['sum', 'modern', 'xiaoven', 'doodles']",Positive
DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT DUIT,"['duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit', 'duit']",Negative
"ℋ𝒶𝓅𝓅𝒾𝓃ℯ𝓈𝓈 𝒾𝓈 𝒶 𝒷𝓊𝓉𝓉ℯ𝓇𝒻𝓁𝓎, 𝓌𝒽𝒾𝒸𝒽 𝓌𝒽ℯ𝓃 𝓅𝓊𝓇𝓈𝓊ℯ𝒹, 𝒾𝓈 𝒶𝓁𝓌𝒶𝓎𝓈 𝒿𝓊𝓈𝓉 𝒷ℯ𝓎ℴ𝓃𝒹 𝓎ℴ𝓊𝓇 ℊ𝓇𝒶𝓈𝓅, 
𝒷𝓊𝓉 𝓌𝒽𝒾𝒸𝒽, 𝒾𝒻 𝓎ℴ𝓊 𝓌𝒾𝓁𝓁 𝓈𝒾𝓉 𝒹ℴ𝓌𝓃 𝓆𝓊𝒾ℯ𝓉𝓁𝓎, 𝓂𝒶𝓎 𝒶𝓁𝒾ℊ𝒽𝓉 𝓊𝓅ℴ𝓃 𝓎ℴ𝓊. https://t.co/asVlnbdqoL",[],Negative
lvoe https://t.co/r8KacCA08g,['lvoe'],Positive
super mar-jin 🪙🍄 https://t.co/DIfvuXg3o7,"['super', 'marjin']",Positive
BAKERY ALSTROEMERIA https://t.co/nl9Jt2k5TM,"['bakery', 'alstroemeria']",Positive
woopsie https://t.co/sAQBee0YJ5,['woopsie'],Positive
İMDAT https://t.co/Ta4JmM5GJB,['mdat'],Positive
meet nitro 💨💕 https://t.co/VhvPM6t3gH,"['meet', 'nitro']",Positive
Vincent van Gogh https://t.co/mYkwPN6rDF,"['vincent', 'gogh']",Positive
JULIETTEEEEEE KKKKKKKK #BBB21 https://t.co/cBJfO4bTz9,"['julietteeeeee', 'kkkkkkkk', 'bbb']",Positive
naUmM Mim Chama dE meUww bEIn https://t.co/IzWhCMeoPw,"['naumm', 'mim', 'chama', 'meuww', 'bein']",Positive
Nissan 400Z https://t.co/01BArPU7CU,['nissan'],Positive
gen z needs me https://t.co/FaoRUP8Gk0,"['gen', 'needs']",Positive
Ronnie hoe ✌️ https://t.co/GSMrUaPIu6,['ronnie'],Positive
joonie &amp; monie!🐨🐶💜 https://t.co/1QL9flyxY4,"['joonie', 'amp', 'monie']",Positive
The Ronnie O’Sullivan https://t.co/AMsKvKseoZ,"['ronnie', 'osullivan']",Positive
Moesha 🤍 https://t.co/pqZOZdzWHN,['moesha'],Positive
A JULIETTE 🗣🗣🗣🗣 #BBB21 https://t.co/RVTsPDIYl2,"['juliette', 'bbb']",Positive
"ROSÉ - TEASER POSTER

#ROSÉ #로제 #BLACKPINK #블랙핑크 #TEASERPOSTER #20210312 #RELEASE #YG https://t.co/fHKA69YDIh","['ros', 'teaser', 'blackpink', 'teaserposter', 'release', 'yg', 'poster', 'ros']",Positive
B E S T   E R A   I N   K P O P https://t.co/LeWqywxHR0,"['b', 'r', 'p', 'p']",Positive
the fuck does björk want?? https://t.co/qc4Vamyn64,"['fuck', 'bjrk']",Negative
"JUNGKOOK VLIVE &amp;$*@,#&amp;÷*#; https://t.co/a5gcBj0ace","['jungkook', 'vlive', 'ampamp']",Negative
This is now a Hazel Monét stan account,"['hazel', 'mont', 'stan', 'account']",Positive
klimt inspired zelda for #Zelda35th 🌼 https://t.co/CPKEl8DSN1,"['klimt', 'inspired', 'zelda', 'zeldath']",Positive
Jade Yasmeen https://t.co/IJYgkwhhf0,"['jade', 'yasmeen']",Positive
lemme babysit❤️ https://t.co/AwMnRaLoNa,"['lem', 'babysit']",Positive
"Erling Braut Haaland.
Erling Braut Haaland.
Erling Braut Haaland.
Erling Braut Haaland.
Erling Braut Haaland.
Erling Braut Haaland.

This guy. Jeez 🤯 https://t.co/zs9dvP0byV","['erling', 'braut', 'braut', 'braut', 'braut', 'braut', 'braut', 'guy', 'jeez', 'haaland', 'erling', 'haaland', 'erling', 'haaland', 'erling', 'haaland', 'erling', 'haaland', 'erling', 'haaland']",Positive
[VLOG] Hobi studies https://t.co/Bje6JysYMo,"['vlog', 'hobi', 'studies']",Positive
streamers en eeuu // streamers en argentina https://t.co/MsYMXHTRPv,"['streamers', 'eeuu', 'streamers', 'argentina']",Positive
"Jungkook x Eren
#jungkook https://t.co/bxhcPeAi0S","['jungkook', 'x', 'eren', 'jungkook']",Positive
2seok’s tennis date https://t.co/3q1YQgv6EV,"['seoks', 'tennis', 'date']",Positive
"Dit is winter, dit is Nederland. Vanochtend was daar eindelijk de kans om een nostalgisch oer-Hollands beeld te schieten dat ik al een tijdje voor ogen had. https://t.co/iAEbz0292V","['winter', 'nederland', 'vanochtend', 'eindelijk', 'kans', 'nostalgisch', 'oerhollands', 'beeld', 'schieten', 'tijdje', 'ogen']",Positive
Van der Veen is truly odious.,"['veen', 'truly', 'odious']",Negative
Walkarounddacluuuuub https://t.co/5rvgYB09rm,['walkarounddacluuuuub'],Positive
HAPPY ROSÉ DAY https://t.co/LmuXgzdG1G,"['happy', 'ros', 'day']",Positive
HAPPY ROSÉ DAY https://t.co/j0q200iPoB,"['happy', 'ros', 'day']",Positive
a juliette de juliet https://t.co/zVv9qkentk,"['juliette', 'juliet']",Positive
JULIETTE E KAROOOOOOOOLLLLLLLLL #BBB21,"['juliette', 'karoooooooolllllllll', 'bbb']",Negative
Snoop Dog https://t.co/DG8AhxyqSA,['snoop'],Positive
mentally in in Lauterbrunnen https://t.co/HHtrgep13G,"['mentally', 'lauterbrunnen']",Positive
Princess Zelda 💙🦋 https://t.co/W5SpAm1EDF,"['princess', 'zelda']",Positive
Tjok guzel asist tjok guzel gol bravo bro @Ryan_Donk18 💪🏻 #donkça https://t.co/zKn3VQ4oWX,"['tjok', 'guzel', 'asist', 'tjok', 'guzel', 'gol', 'bravo', 'bro', 'ryandonk', 'donka']",Positive
a julliete 🗣 https://t.co/0X70JMeIlZ,['julliete'],Positive
"LAY 레이 - Joker

🎧Melon: https://t.co/DulWwoyOh1 
🎧FLO: https://t.co/4i2LSfprNI
🎧genie: https://t.co/YRWY0VpzUP 
🎧NAVER VIBE: https://t.co/gtqo6JPgfU 

#레이 #LAY
#엑소 #EXO #weareoneEXO
#Joker","['lay', 'genie', 'vibe', 'lay', 'exo', 'joker', 'melon', 'flo', 'naver', 'weareoneexo', 'joker']",Positive
World Door Open - Banjo-Kazooie https://t.co/ieQiZDd7xA,"['world', 'open', 'banjokazooie']",Positive
When hila is ovulating https://t.co/AoVyJpbDfd,"['hila', 'ovulating']",Negative
vlogger jungkook https://t.co/dEr9X4sLd0,"['vlogger', 'jungkook']",Positive
moela https://t.co/ht5v5lOYBb,['moela'],Positive
"vante, winter film https://t.co/76aIkyPr7f","['vante', 'winter', 'film']",Positive
el museo de Van Gogh en Amsterdam. https://t.co/U5mewowds9,"['museo', 'gogh', 'amsterdam']",Positive
OMG ROSÉ https://t.co/0gUSSiLasv,"['omg', 'ros']",Positive
"Djtebalfogbehdidnelsjsjsbwjdbdissmalaññalacbjeieeieudjwnkaiqquwbdmsoaiawbwkoszoensiekwiwnwwuwbwb gooooooooooooooolll! 🗣🗣🗣

#VamoInter ✊🏾 https://t.co/olq3efxGf1","['djtebalfogbehdidnelsjsjsbwjdbdissmalaalacbjeieeieudjwnkaiqquwbdmsoaiawbwkoszoensiekwiwnwwuwbwb', 'gooooooooooooooolll', 'vamointer']",Negative
Zoom in😭 https://t.co/kDwFLvoWvN,['zoom'],Positive
BLONDE JUNGKOOK IN A FLANNEL https://t.co/weiXZxk0sB,"['blonde', 'jungkook', 'flannel']",Positive
Coochie dripping in Pucci 💚 https://t.co/5EIlbrowlL,"['coochie', 'dripping', 'pucci']",Positive
OPEN,['open'],Positive
[17'S JUN] BAZAAR V x SEVENTEEN✨ https://t.co/VQt5babTAn,"['jun', 'bazaar', 'x', 'seventeen']",Positive
[17'S JUN] BAZAAR V x SEVENTEEN✨ https://t.co/BbJwvufQJs,"['jun', 'bazaar', 'x', 'seventeen']",Positive
JAZMINE “The Legend” SULLIVAN https://t.co/ohk7XuXLlE,"['jazmine', 'legend', 'sullivan']",Positive
Zekeren in suit https://t.co/cErdpznIDb,"['zekeren', 'suit']",Positive
Harry styles. Snl. https://t.co/7fSQFjiwji,"['harry', 'styles', 'snl']",Positive
GOT7 left JYPE not AHGASES.,"['got', 'left', 'jype', 'ahgases']",Negative
Blonde koo!!!🤧💜 https://t.co/oxJoaxFs8d,"['blonde', 'koo']",Positive
STOCKHOLM SYNDROME AHHHGGGGGG #LPShowAct4 #LPFinalAct PROUD OF LIAM https://t.co/0NObkSRKBl,"['stockholm', 'syndrome', 'ahhhgggggg', 'lpshowact', 'lpfinalact', 'proud', 'liam']",Positive
Haaland..... 😱 https://t.co/Ne3jO9uWJz,['haaland'],Positive
The deluxe 🔥,['deluxe'],Positive
blonde jungkook ♥__♥ https://t.co/8XVfcwoeLY,"['blonde', 'jungkook']",Positive
blonde rockstar jungkook. https://t.co/6gLO8YHO6S,"['blonde', 'rockstar', 'jungkook']",Positive
BLONDE JUNGKOOK https://t.co/bZc2sWVTNg,"['blonde', 'jungkook']",Positive
NEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEENSEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!!!!!!!!!!,['neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeenseeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee'],Negative
"Maan...

https://t.co/yGpqs8Zd5n",['maan'],Positive
genel https://t.co/yrFYxA4sNG,['genel'],Positive
JEON JUNGKOOKAFDSGDHFFSX https://t.co/FlO4B25ls1,"['jeon', 'jungkookafdsgdhffsx']",Positive
soft kunt https://t.co/SY2cw2IWon,"['soft', 'kunt']",Positive
A PEDIDO DOS FÃS DOWN BELOWWWW UHAHAHWHQHAUWHHAHAHWHAHAHHAUWUHWQUQUAU @VulgoFK https://t.co/x5R6IOCFj2,"['pedido', 'fs', 'belowwww', 'uhahahwhqhauwhhahahwhahahhauwuhwququau', 'vulgofk']",Positive
HELLOFJDJ???? HIS HAIR https://t.co/MH3R6aGir1,"['hellofjdj', 'hair']",Negative
HJAHAHHAHAHAHA thanks @Dream https://t.co/f8Q7QEbwuF,"['hjahahhahahaha', 'thanks', 'dream']",Positive
"Ik: 'hebben ze verdorie weer die camera uit? Ik heb al geen zin vandaag.'

Klas: 'we gaan Conrad even verrassen.'

Ik: .......

#prachtberoep #onderwijs #debaanvanhetleven
(uiteraard gedeeld met toestemming) https://t.co/KuPRGhOqaD","['verdorie', 'weer', 'camera', 'zin', 'gaan', 'conrad', 'even', 'prachtberoep', 'onderwijs', 'gedeeld', 'toestemming', 'vandaag', 'klas', 'verrassen', 'debaanvanhetleven', 'uiteraard']",Positive
joonie??? 😼 https://t.co/iCmOvMRe3I,['joonie'],Positive
James Harden 4PF https://t.co/zMKVkE6XVw,"['james', 'harden', 'pf']",Positive
Vincent Van Gogh https://t.co/Ks5CfSzvTM,"['vincent', 'gogh']",Positive
vroom vroom https://t.co/QzC8XGTcNL,"['vroom', 'vroom']",Positive
"KD: “I’M OPEN!!!”

Kyrie:  https://t.co/kOxmBlifEb","['kd', 'open', 'kyrie']",Negative
oke tis aan mij like deze tweet dubbel aub,"['oke', 'tis', 'like', 'tweet', 'dubbel', 'aub']",Negative
Huhhh what?! Je kan een tweet dubbel liken door tweemaal snel op het hartje te drukken🤯,"['huhhh', 'tweet', 'dubbel', 'liken', 'tweemaal', 'snel', 'hartje', 'drukken']",Negative
mijn broer heeft in de cel geslapen omdat hij geen masker droeg https://t.co/3ELWyl09tX,"['broer', 'geslapen', 'masker', 'droeg']",Negative
"LaMelo's new custom grill 💎🔥

(via apjeweler_/Instagram) https://t.co/oycM0GgeBA","['lamelos', 'new', 'custom', 'grill', 'apjewelerinstagram', 'via']",Positive
jsisjsijssisjzjsjsjsnsjsnwj https://t.co/4PW68AzSDG,['jsisjsijssisjzjsjsjsnsjsnwj'],Positive
FHBEUWBJGVIJEWNEHJWBFJNVDKS,['fhbeuwbjgvijewnehjwbfjnvdks'],Positive
vroom vroom https://t.co/gLEVgaUseF,"['vroom', 'vroom']",Positive
KD Aubert was TOP TIER. https://t.co/t0njbcxJhW,"['kd', 'aubert', 'top', 'tier']",Negative
barbie tingz https://t.co/B0BFsji7mT,"['barbie', 'tingz']",Positive
jungsoonie🤧🎀 https://t.co/bEzWU2RLbD,['jungsoonie'],Negative
ooo let me tryy https://t.co/S1ZkRz2tGn https://t.co/RhwnceRlE1,"['ooo', 'let', 'tryy']",Positive
namkook origin story https://t.co/af4ojsQKoC,"['namkook', 'origin', 'story']",Positive
Haas F1 Team Statement: Romain Grosjean – Medical Update. https://t.co/v0rJzaWtRa,"['haas', 'f', 'team', 'statement', 'romain', 'grosjean', 'medical', 'update']",Positive
"☑️ 10
☑️ Argentina
☑️ Barça
☑️ Newell’s
☑️ Left-foot
☑️ The best 

📷 @Barzaboy https://t.co/VfviLovguw","['argentina', 'newells', 'best', 'barzaboy', 'bara', 'leftfoot']",Positive
snoop dog   /   snoop cat https://t.co/z9oKA7HlY9,"['snoop', 'snoop']",Positive
