content,new,sentiment
"usar batom: 🤮🤮🤢😣😤😠🤮

usar lip tint e gloss:🤤😘😍🥰😜🥳","['usar', 'batom', 'lip', 'tint', 'gloss', 'usar']",Negative
KD OMG 😭😭😭😭😭😭😭 https://t.co/FhQ49AISQ1,"['kd', 'omg']",Positive
Shit !! Fjuck!!!!! https://t.co/9Joy2kISgp,"['shit', 'fjuck']",Negative
Scarlett Johansson https://t.co/5L9dLINxtc,"['scarlett', 'johansson']",Positive
"boulder: white man
orlando: white man
parkland: white man
las vegas: white man
aurora, co: white man
sandy hook: white man
waffle house: white man
san bernardino: white man
midland/odessa: white man
poway synagogue: white man
sutherland springs: white man
tols: white man https://t.co/8KAbvRme4M","['boulder', 'white', 'white', 'white', 'vegas', 'white', 'co', 'white', 'hook', 'white', 'house', 'white', 'bernardino', 'white', 'white', 'synagogue', 'white', 'springs', 'white', 'white', 'orlando', 'parkland', 'aurora', 'sandy', 'waffle', 'san', 'midlandodessa', 'poway', 'sutherland', 'tols']",Positive
Shellter https://t.co/M0UKL1KwQL,['shellter'],Positive
Nu England ❗️ https://t.co/dwh5I6lXuo,['england'],Positive
Attack on Kitten https://t.co/Fl6X1MLd3U,"['attack', 'kitten']",Negative
Nissan S13 https://t.co/LlISnBdcd0,['nissan'],Positive
forgotten mitt romney banger https://t.co/72yLMeGKUr,"['forgotten', 'romney', 'banger']",Positive
Stockholm holograms https://t.co/wPomBF1pj1,"['stockholm', 'holograms']",Positive
NO PUEDE SER JAJSKJSAJSKAJSAKJSA https://t.co/C91kBXSfCc,"['puede', 'ser', 'jajskjsajskajsakjsa']",Positive
"Sweden 🇸🇪 
via: mariaanderhell | IG https://t.co/Hutwe7Bp63","['sweden', 'mariaanderhell', 'ig', 'via']",Positive
Attack On Kitten https://t.co/e2IiGwzps0,"['attack', 'kitten']",Negative
"LeBron just dunked on Zlatan 

(🎥 @MEMEmoriesLast)  https://t.co/DK1o7umOG4","['lebron', 'dunked', 'zlatan', 'mememorieslast']",Negative
Riohanna https://t.co/yVIjrLaXBH,['riohanna'],Positive
Plank desen var https://t.co/lcW0XRdtA0,"['plank', 'desen']",Negative
tiktokers stop doing merch challenge https://t.co/m7v26qTdjL,"['tiktokers', 'stop', 'merch', 'challenge']",Negative
LJ + PK = ❤,"['lj', 'pk']",Negative
FUCK JYP,"['fuck', 'jyp']",Negative
jade in da shade. https://t.co/NkC6I1iEmP,"['jade', 'shade']",Positive
Rihanna in Oceans 8 https://t.co/uIeJjgD7Ci,"['rihanna', 'oceans']",Positive
WHITE JADE https://t.co/OT9tXOcdAY,"['white', 'jade']",Positive
Vision                         Visioff https://t.co/Kh9yypDptY,"['vision', 'visioff']",Positive
Mesut Özil ✨ https://t.co/EyXUO877g4,"['mesut', 'zil']",Positive
Air Jordan 1 Mid https://t.co/pUjve86Ctp,"['air', 'jordan', 'mid']",Positive
order fiktif https://t.co/cAZMdfspKW,"['order', 'fiktif']",Positive
🥔💖 (via Attack on Titan) https://t.co/wv8CqUraaz,"['via', 'attack', 'titan']",Positive
green sofas &gt;&gt; https://t.co/DlitUcHuMF,"['green', 'sofas', 'gtgt']",Positive
Kante... 𝑩𝑨𝑪𝑲! 💪 https://t.co/3DFrwp5Twk,['kante'],Positive
"Mesut Özil! 💛💙 

#FenerSignMesut https://t.co/vkZpHRGcoW","['mesut', 'zil', 'fenersignmesut']",Positive
Oxford commas matter. https://t.co/ZaTfOxOkyS,"['oxford', 'commas', 'matter']",Positive
"blackpink                               rosé solo
   debut:                                     debut: https://t.co/twP3R1ijaj","['blackpink', 'ros', 'debut', 'debut', 'solo']",Positive
Plank desen var https://t.co/KCQPDrF9Gg,"['plank', 'desen']",Negative
interstellar https://t.co/Mh2Cfjfjrb,['interstellar'],Positive
Meeeeeessssssuuuuuutttttt özzzzzziiiiiiilllllllllll 💛💙,"['meeeeeessssssuuuuuutttttt', 'zzzzzziiiiiiilllllllllll']",Negative
"pre-debut                     blackpink
   rosé                               rosé https://t.co/DOV4hDYfLm","['predebut', 'ros', 'ros', 'blackpink']",Positive
Vanessa Bryant on ig🙏 https://t.co/85qtVQq8Hl,"['vanessa', 'bryant', 'ig']",Positive
modern kappa mikey! https://t.co/zidd48o7AZ,"['modern', 'kappa', 'mikey']",Positive
VANESSA HUDGENS SE HA PASADO INTERNET https://t.co/qXUYn85RqA,"['vanessa', 'hudgens', 'pasado', 'internet']",Positive
vmin as bubbline — ♡ https://t.co/kzbyTSjEaP,"['vmin', 'bubbline']",Positive
BRUDDAS https://t.co/BcQa7KKAio,['bruddas'],Positive
swedish dogs be like björk,"['swedish', 'dogs', 'like', 'bjrk']",Positive
"pra deixar claro 
tt = twitter
tiktok = tiktok","['pra', 'deixar', 'claro', 'tiktok', 'tt', 'twitter', 'tiktok']",Negative
Prada puffer jacket https://t.co/Ej0F1e43jZ,"['prada', 'puffer', 'jacket']",Positive
Kd kd https://t.co/maqxX2sQvt,"['kd', 'kd']",Negative
Prada puffer jacket https://t.co/7x0ti6x5wS,"['prada', 'puffer', 'jacket']",Positive
"Puhon ""In God's time"" https://t.co/auPjlha2ht","['puhon', 'gods', 'time']",Positive
glknaskgbkgbasgjnalgk https://t.co/GVw3Ld5Fv7,['glknaskgbkgbasgjnalgk'],Positive
C’mon under eye filler!! 😭😭 IG: injectorzoe https://t.co/TDDBnXgg8B,"['cmon', 'eye', 'filler', 'ig', 'injectorzoe']",Negative
MMA 2016              MMA 2020 https://t.co/BfCETq8IjK,"['mma', 'mma']",Positive
Origens ❤️ https://t.co/yN3yQCvx6V,['origens'],Positive
Har Har Mahadev! https://t.co/k2XD2Q74xl,['mahadev'],Positive
vintage bustiers by sororité https://t.co/1HrPlS5zl4,"['vintage', 'bustiers', 'sororit']",Positive
ABBA in 1980: https://t.co/osR0IvMBTY,['abba'],Positive
gnt. gnt. gnt. gnt. gnt. https://t.co/alKn5GdDYw,"['gnt', 'gnt', 'gnt', 'gnt', 'gnt']",Negative
"Vår son fick nyss ringa i klockan i klockan på barncanceravdelningen.

Det betyder:

FRISK! https://t.co/ZmjhPSSTVm","['vr', 'fick', 'nyss', 'ringa', 'klockan', 'klockan', 'p', 'betyderfrisk', 'barncanceravdelningen']",Positive
VITTAR BABE  💎 https://t.co/7qK0BJTIW5,"['vittar', 'babe']",Positive
Gio Reyna. Baller. https://t.co/xl5wjBkTmj,"['gio', 'reyna', 'baller']",Positive
ajshajja https://t.co/FrXCFYVOSb,['ajshajja'],Positive
vintage bustiers by sororité https://t.co/gy6yG4XA06,"['vintage', 'bustiers', 'sororit']",Positive
@DayyDayy987 @_kategoryfive If “IKTFYL” was a person https://t.co/l7dIZk6qmV,"['dayydayy', 'kategoryfive', 'iktfyl', 'person']",Negative
📌 PINHEAD (HELLRAISER) 📌 https://t.co/zphoc6uP5c,"['pinhead', 'hellraiser']",Positive
"hella mean, hella sweet 🖕🏼☺️ https://t.co/5R3eVk0zNC","['hella', 'mean', 'hella', 'sweet']",Positive
HELP ME EJJRNRKRKRKTNRRNRNNRNRNENRNENE https://t.co/1z4XxvSv5H,"['help', 'ejjrnrkrkrktnrrnrnnrnrnenrnene']",Positive
Bucket Jordan Jumpman https://t.co/8JuNrhmaGH,"['bucket', 'jordan', 'jumpman']",Positive
"Inter, you've been Zlataned 🔴⚫
#InterMilan #SempreMilan https://t.co/dMgjmmhaPb","['inter', 'youve', 'zlataned', 'sempremilan', 'intermilan']",Positive
Inter 0-1 Zlatan https://t.co/WOAQf3y5M3,"['inter', 'zlatan']",Positive
oil on canvas paintings by minna sjöholm https://t.co/NAMhBvZ0DR,"['oil', 'canvas', 'paintings', 'minna', 'sjholm']",Positive
HELPPDHDJSHSKBS https://t.co/SYMEYnjx7O,['helppdhdjshskbs'],Positive
Bryson Tiller’s insta story 👀 https://t.co/dmODesR6N5,"['bryson', 'tillers', 'insta', 'story']",Positive
Klopp out? 😂😂😂,['klopp'],Negative
📸 Papiss Cisse! https://t.co/bzDFhbOC7S,"['papiss', 'cisse']",Positive
Jordan 1 https://t.co/WBbFd4kMJg,['jordan'],Positive
Organic stone Mediterranean villa. Stunning. https://t.co/pwXYHcFdOb,"['organic', 'stone', 'mediterranean', 'villa', 'stunning']",Positive
HELPPSJDHDJSHSNS https://t.co/ButQApCc06,['helppsjdhdjshsns'],Positive
FUCK IM BOUTTA PASS OUT SKSJSBDDNSNDNXNXNDHDHDKFJ https://t.co/2ueOn7mHpJ,"['fuck', 'boutta', 'pass', 'sksjsbddnsndnxnxndhdhdkfj']",Negative
concept: modern nmj https://t.co/509fAwqcHH,"['concept', 'modern', 'nmj']",Positive
GÄMEDAY BÄBY‼️ https://t.co/bONpgaMre0,"['gmeday', 'bby']",Negative
"Oi oi oi, estou no @Twitter novamente. // And to start i have chosen @Alceu_Valenca // Och jag får hjälp av Media Laura!!! Nu kör vi! #PiaNoTwitter #SelecaoFeminina https://t.co/sl3OEU5MYz","['oi', 'oi', 'oi', 'twitter', 'novamente', 'start', 'chosen', 'alceuvalenca', 'fr', 'hjlp', 'media', 'laura', 'kr', 'pianotwitter', 'selecaofeminina']",Positive
Winona Ryder as Mina Harker in Bram Stoker’s Dracula ✧ https://t.co/TY6MhCEAz6,"['winona', 'ryder', 'harker', 'bram', 'stokers', 'dracula']",Positive
✨ Detalhes Deckerstar✨ https://t.co/MbQ1axWbwM,"['detalhes', 'deckerstar']",Negative
FREAKNIK ‘98 📟 https://t.co/elyOpOYxAq,['freaknik'],Positive
Jordan 1 https://t.co/TDwI3iX1lG,['jordan'],Positive
Tappa https://t.co/KxeRC5WV0d,['tappa'],Negative
"Cool boi

📹 alyssareta | IG https://t.co/FcGP5JWGIE","['cool', 'alyssareta', 'ig', 'boi']",Positive
"2020 SVT 4th FAN MEETING &lt;SEVENTEEN in CARAT LAND&gt;

#SEVENTEEN #세븐틴 #CARAT_LAND https://t.co/nWX9AqArK8","['svt', 'th', 'fan', 'meeting', 'ltseventeen', 'carat', 'caratland', 'landgt', 'seventeen']",Positive
Klopp’s gotta chill 🤣 https://t.co/wk2g16vBOs,"['klopps', 'got', 'chill']",Positive
folklore 10/10,['folklore'],Positive
"Tesla solar panels are $1.49/Watt 
https://t.co/5LpLhqgAzw","['tesla', 'solar', 'panels', 'watt']",Positive
folklore 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,['folklore'],Positive
FOLKLORE!!!!!!!!!!!!!!!!,['folklore'],Negative
"Bush killed Saddam Hussein. 

Obama killed Osama Bin Laden. 

Trump killed 143,000 Americans.","['bush', 'killed', 'saddam', 'hussein', 'killed', 'osama', 'laden', 'killed', 'americans', 'obama', 'trump']",Negative
Village. https://t.co/LQcBJ4ZOBy,['village'],Positive
Sweet Aurora🌿 https://t.co/njyjyxEb82,"['sweet', 'aurora']",Positive
AJSKAKD LA HIZO RE CORTA https://t.co/XCwxApU61O,"['ajskakd', 'hizo', 'corta']",Negative
Feelsgoodman https://t.co/xxhuYomrVF,['feelsgoodman'],Positive
hella wet. https://t.co/N76eRwbpL2,"['hella', 'wet']",Positive
Attack on Kitten https://t.co/GyVsSB8kaU,"['attack', 'kitten']",Negative
Bucket Jordan Jumpman https://t.co/jCt7d6S4ao,"['bucket', 'jordan', 'jumpman']",Positive
im hella emotional,"['hella', 'emotional']",Negative
Brutal.  Just brutal. https://t.co/lxBJXhOf7t,"['brutal', 'brutal']",Negative
"The last two months I’ve been working on a script for a 90 minute Swedish radio show. The program will also be available in English shortly.

I år är jag sommarvärd i Sommar i P1!
Mitt program sänds live 20 juni kl 13.00. https://t.co/Wb4N8z0n8f","['last', 'two', 'months', 'ive', 'working', 'script', 'minute', 'swedish', 'radio', 'show', 'program', 'available', 'english', 'r', 'r', 'sommarvrd', 'sommar', 'program', 'snds', 'live', 'juni', 'kl', 'shortly', 'p']",Positive
trevi moran. 🏳️‍🌈,"['trevi', 'moran']",Positive
bunker boy @realDonaldTrump https://t.co/DlyuzrPvHT,"['bunker', 'boy', 'realdonaldtrump']",Positive
THIS IS SO EVIL SJDHDKXTCKDGXKDGSKDGXKSGSKSGSKSGSLSGSKSGWKGSEMHE https://t.co/DQenb6p4u2,"['evil', 'sjdhdkxtckdgxkdgskdgxksgsksgsksgslsgsksgwkgsemhe']",Negative
Jordan 🤾🏻‍♂️ https://t.co/o7KtFa1UDL,['jordan'],Positive
knitted and handsewn pieces by emma gudmundson https://t.co/IoMbrTMPjW,"['knitted', 'handsewn', 'pieces', 'emma', 'gudmundson']",Positive
DaBabyGiiiirrllll 😍🥰 https://t.co/BPlw3ek8Pv,['dababygiiiirrllll'],Positive
Absolute banger https://t.co/jQqMIx9QmK,"['absolute', 'banger']",Positive
"om om om 🍔🌙
#sailermoonredraw https://t.co/QpSjENZGVK",['sailermoonredraw'],Positive
lipgloss &gt;&gt;&gt;&gt; lipstick https://t.co/twEUWccbyL,"['lipgloss', 'gtgtgtgt', 'lipstick']",Positive
Jordan 1 https://t.co/hnWg8L0eVv,['jordan'],Positive
Pamella Roland Fall 19 https://t.co/0SgFn6BpXT,"['pamella', 'roland', 'fall']",Positive
"hi lisa from                       hi joy from
blackpink                          redvelevt https://t.co/Vf8YlL5Rw2","['hi', 'lisa', 'hi', 'joy', 'redvelevt', 'blackpink']",Positive
peppa pig https://t.co/B9PiHjTRlg,"['peppa', 'pig']",Positive
back on tiktok https://t.co/8fV6v80DnK,"['back', 'tiktok']",Positive
ig: iammoteh https://t.co/hQBwv9Aysn,"['ig', 'iammoteh']",Positive
"Teammate got blocked at the rim.

“Bet”

(via pradertvsports/IG) https://t.co/CenCJsbCDp","['teammate', 'got', 'blocked', 'pradertvsportsig', 'rim', 'bet', 'via']",Positive
mista! mista! 🔫💖 ig: snitchery https://t.co/7eYo4MJGxl,"['mista', 'mista', 'ig', 'snitchery']",Positive
RIP Irrfan Khan.,"['rip', 'irrfan', 'khan']",Positive
"Oahu, Hawaii 

ig: emmett_sparling https://t.co/OsG8rlZTsy","['oahu', 'hawaii', 'emmettsparling', 'ig']",Positive
"Japan 

ig: criss1016 https://t.co/2LG1TyPoBU","['japan', 'criss', 'ig']",Positive
NUT 🤤 IG: @nailssbytaya https://t.co/ziPb8U9gxY,"['nut', 'ig', 'nailssbytaya']",Positive
knitted and handsewn dresses by emma gudmundson https://t.co/VtGfN57pnx,"['knitted', 'handsewn', 'dresses', 'emma', 'gudmundson']",Positive
"someone said snack ?
(jheppner66/kelliheppner IG)
(realwinstonthecorgi IG) https://t.co/k4O5zWmOUT","['someone', 'said', 'snack', 'igrealwinstonthecorgi', 'ig', 'jheppnerkelliheppner']",Negative
Compilation ZlatanvsPogba https://t.co/sARlSLZ0r4,"['compilation', 'zlatanvspogba']",Positive
Peppa pig 😍🥺 ... https://t.co/x0FJzUuclJ,"['peppa', 'pig']",Negative
Jock villagers: https://t.co/Rp07CC9ujr,"['jock', 'villagers']",Positive
Spinrilla https://t.co/CeplMr635B,['spinrilla'],Positive
Lig ma ass https://t.co/Fh2o0jpvbU,"['lig', 'ass']",Positive
NlGGA....... VENOM https://t.co/AzeyklngPC,"['nlgga', 'venom']",Negative
"TYCOON 
https://t.co/elc0PSjNZh https://t.co/UqZCHdNUMO",['tycoon'],Positive
Jorja Smith | 204Fashion https://t.co/P5etnaUFTd,"['jorja', 'smith', 'fashion']",Negative
Tyga https://t.co/qdARVOowFd,['tyga'],Positive
Margot Robbie e Emma Mackey https://t.co/sPpstYYhc1,"['margot', 'robbie', 'emma', 'mackey']",Positive
villagers singing to kk metal be like sdklmnjklsdskklphjkdsddrkjk https://t.co/L9PnVPJi30,"['villagers', 'singing', 'kk', 'metal', 'like', 'sdklmnjklsdskklphjkdsddrkjk']",Positive
BLA BLA BLA BLU https://t.co/00Yteqn0C5,"['bla', 'bla', 'bla', 'blu']",Positive
.@cpulisic_10 has joined TikTok! ⚽️😬😂 https://t.co/SfY2duluGw,"['cpulisic', 'joined', 'tiktok']",Negative
Jagger de Jong 🐶👴🏼👵🏼 https://t.co/pX9MNYbRpb,"['jagger', 'jong']",Positive
Japa japa 🛩🛩,"['japa', 'japa']",Positive
Idiot. https://t.co/RYfDYUojAj,['idiot'],Positive
Numget :( https://t.co/ttioYpBf5I,['numget'],Positive
"gicela: 😠😠🤮🤮🤢😷😠😷🤢🤮

ginu: 🥰😍💖💖🥰😍😍🥰😍💖

https://t.co/yNYXOyykdp","['gicela', 'ginu']",Positive
Single or not YHLQMDLG . periodt https://t.co/igo97UYvYJ,"['single', 'yhlqmdlg', 'periodt']",Positive
Attitude ka sis 🪐 https://t.co/p9nwV70oHL,"['attitude', 'ka', 'sis']",Positive
Igår kväll gick min farfar Olof Thunberg bort. Han var en av Sveriges största skådespelare och har stått på scen i över 75 år. Han var en av de snällaste människorna jag någonsin träffat. Vi saknar honom fruktansvärt mycket. https://t.co/zekYvdPJND,"['igr', 'kvll', 'gick', 'farfar', 'olof', 'thunberg', 'bort', 'sveriges', 'strsta', 'skdespelare', 'sttt', 'p', 'scen', 'ver', 'r', 'snllaste', 'mnniskorna', 'ngonsin', 'trffat', 'saknar', 'fruktansvrt']",Positive
pamella roland spring 2020 https://t.co/GzCs1nntS8,"['pamella', 'roland', 'spring']",Positive
"Henlo I'm Dumbo

📹 jimatofu | IG https://t.co/gl27YyJN5n","['henlo', 'jimatofu', 'ig', 'dumbo']",Positive
Håland is not human. 👽 #Haland #BVB #ChampionsLeague,"['hland', 'human', 'haland', 'bvb', 'championsleague']",Positive
Look at Håland looooooool https://t.co/J20Zs20iPv,"['look', 'hland', 'looooooool']",Positive
Efsaneee dkakdockpbeöpskspckhğslps https://t.co/mV46TuFPbU,"['efsaneee', 'dkakdockpbepskspckhslps']",Positive
Håland https://t.co/56XvfJCpQE,['hland'],Positive
Bryce got @KingJames on TikTok 😂 https://t.co/Lt4at8KDbl,"['bryce', 'got', 'kingjames', 'tiktok']",Positive
Scarlett Johansson Endgame vs Scarlett Johansson Infinity War https://t.co/9SJ5h9gEO6,"['scarlett', 'johansson', 'endgame', 'vs', 'scarlett', 'johansson', 'infinity']",Positive
Paul Rudd: “My Doppelgänger.” https://t.co/2p15UGoK5k,"['paul', 'rudd', 'doppelgnger']",Positive
hamster yoga https://t.co/a3IRCCsIHj,"['hamster', 'yoga']",Positive
Fashion in motion by Fredrik Tjaerandsen 2020 https://t.co/UGICjo2vuY,"['fashion', 'motion', 'fredrik', 'tjaerandsen']",Positive
SNIP SNAP! SNIP SNAP! SNIP SNAP! https://t.co/7mdPMykqae,"['snip', 'snap', 'snip', 'snap', 'snip', 'snap']",Negative
"#SUPERJUNIOR #슈퍼주니어 ‘#2YA2YAO!’ MV
Full ver.▶️ https://t.co/O7nI5twhNA 

#TIMELESS #SUPERJUNIOR_2YA2YAO https://t.co/nsoIcKcJdN","['superjunior', 'yayao', 'ver', 'superjunioryayao', 'mv', 'full', 'timeless']",Positive
R.I.P Gianna and Alyssa https://t.co/Y17OPrZMCE,"['rip', 'gianna', 'alyssa']",Positive
MAMA IMMA ALL STAR😭🙏🏽❤️❄️ https://t.co/DnPP3UdhQ0,"['mama', 'imma', 'star']",Positive
Jordan 1 https://t.co/DqG6j1jHfQ,['jordan'],Positive
velvet ysl backpack https://t.co/ubZBQIcXVE,"['velvet', 'ysl', 'backpack']",Positive
Vanessa Hudgens https://t.co/dV5h1TocEo,"['vanessa', 'hudgens']",Positive
An honor! https://t.co/emo5H6cB6y,['honor'],Positive
LUKA DAGGER 😤 https://t.co/JDbwj37k1r,"['luka', 'dagger']",Positive
fashion killa https://t.co/aTUGF0BwR5,"['fashion', 'killa']",Positive
"typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

delete.

typing,

unsend feelings","['feelings', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'delete', 'typing', 'unsend']",Negative
"So smooooooool

📹 deborkader | IG https://t.co/NkbMXD0plZ","['deborkader', 'ig', 'smooooooool']",Positive
De Ligt/De Jong/Van de Beek/Håland https://t.co/uhmDbPZ4ic,"['ligtde', 'jongvan', 'beekhland']",Positive
Lets check in on Vikings fans (via ig:heldt_matthew) https://t.co/9Xp5OkwfPZ,"['lets', 'check', 'vikings', 'fans', 'via', 'igheldtmatthew']",Positive
"“Sniff sniff sniff sniff sniff sniff  sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff sniff”
 https://t.co/k7SxZXMn2X","['sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff', 'sniff']",Negative
Interstellar (2014) https://t.co/fjuDau6L4S,['interstellar'],Positive
I HATE YA'LL PLEASSHSHJSKAKSSJSK https://t.co/xfVhNHYBSI,"['hate', 'yall', 'pleasshshjskakssjsk']",Negative
Håland 🧘‍♂️‍ https://t.co/zqqoevH8tF,['hland'],Positive
"Pyramids by                      Pyramids by 
Frank ocean                      Frank ocean https://t.co/t9h7EJ1Lf0","['pyramids', 'pyramids', 'ocean', 'frank', 'ocean', 'frank']",Positive
snom sport https://t.co/29PHrf9rqB,"['snom', 'sport']",Positive
Jordan 1 Retro Black White https://t.co/onPKCcOTal,"['jordan', 'retro', 'black', 'white']",Positive
