content,new,sentiment
nao da pra explicar o brasileiro https://t.co/CWODKsHCbM,"['nao', 'pra', 'explicar', 'brasileiro']",Negative
dps n digam q eu n avisei no dia 30 de outubro de 2018 ;),"['dps', 'digam', 'q', 'avisei', 'outubro']",Negative
meu maior medo atualmente virou ter que fazer uma prova presencial,"['maior', 'medo', 'atualmente', 'virou', 'fazer', 'prova', 'presencial']",Negative
é engraçado conversar com quem nao usa twitter o cerebro da pessoa totalmente dócil e mansinho,"['engraado', 'conversar', 'nao', 'usa', 'twitter', 'cerebro', 'pessoa', 'totalmente', 'dcil', 'mansinho']",Negative
Mano qnd ele fez essa carinha aqui e qnd ele saiu molhado pela janela juro por Deus que eu tremi na base... que o nicholas n leia https://t.co/IDVzrzv8j3,"['qnd', 'fez', 'carinha', 'aqui', 'qnd', 'saiu', 'molhado', 'janela', 'juro', 'deus', 'base', 'nicholas', 'leia']",Positive
Uma data para celebrar com muita alegria. Há quatro anos eu chegava no @Flamengo e hoje passa um filme na cabeça de tudo que passamos juntos... https://t.co/efaKZgDoE1,"['data', 'celebrar', 'muita', 'alegria', 'quatro', 'anos', 'chegava', 'flamengo', 'hoje', 'passa', 'filme', 'cabea', 'tudo', 'passamos', 'juntos']",Positive
não existe capa de álbum nacional mais linda que essa: https://t.co/gIjT3KY5MC,"['existe', 'capa', 'lbum', 'nacional', 'linda']",Positive
"traiu não ama, fim.",['traiu'],Positive
Não acredito que uma pessoa tenha coragem de levar uma facada para se dar bem... No máximo cortaria o dedo!,"['acredito', 'pessoa', 'coragem', 'levar', 'facada', 'bem', 'mximo', 'cortaria', 'dedo']",Negative
feliz é aquele q vai dormir agarradinho hoje,"['feliz', 'q', 'dormir', 'agarradinho', 'hoje']",Positive
podia ser eu e vc…. só q eu n sou jogador e vc n existe https://t.co/37bDoLCQLT,"['podia', 'ser', 'vc', 'q', 'jogador', 'vc', 'existe']",Positive
Eu tô morrendo que a pocah criou o grupo recepção de cu kkkkkkkkkkkkkkkkkkkk,"['morrendo', 'pocah', 'criou', 'grupo', 'recepo', 'kkkkkkkkkkkkkkkkkkkk']",Negative
davi escrevendo valéria dentro de um coração no paint ao som de varinha de condão https://t.co/fzw12yuZAR,"['davi', 'escrevendo', 'valria', 'dentro', 'corao', 'paint', 'varinha', 'condo']",Positive
Esta é a única foto existente de Chernobyl tirada na manhã do acidente nuclear. A radiação no ar começou a destruir o filme da câmera no segundo em que foi exposto https://t.co/aKZvCBBxQT,"['nica', 'foto', 'existente', 'chernobyl', 'tirada', 'manh', 'acidente', 'nuclear', 'radiao', 'comeou', 'destruir', 'filme', 'cmera', 'segundo', 'exposto']",Positive
adolescentes que dormem 20 horas seguidas ou só 2 horas por noite e estão tão cansados emocionante que não conseguem sentir nenhum tipo de sentimento forte e sentem que tudo vai acabar a qualquer momento e só continuam vivos por causa de algo/alguém específico me sigam,"['adolescentes', 'dormem', 'horas', 'seguidas', 'horas', 'noite', 'cansados', 'emocionante', 'conseguem', 'sentir', 'nenhum', 'tipo', 'sentimento', 'forte', 'sentem', 'tudo', 'acabar', 'qualquer', 'momento', 'continuam', 'vivos', 'causa', 'algoalgum', 'especfico', 'sigam']",Positive
"Não conheço você e não me interessa a conversa pra qual você veio me puxar. Só lhe digo que Bolsonaro é uma obsessão sua, não minha. Defendi a 1a equipe econômica de Lula - q depois roubou o país e agora virou inocente para os mesmos q não querem uma eleição auditável. É só isso. https://t.co/AtRWxph80U","['conheo', 'voc', 'interessa', 'conversa', 'pra', 'voc', 'veio', 'puxar', 'digo', 'bolsonaro', 'obsesso', 'defendi', 'equipe', 'econmica', 'lula', 'q', 'roubou', 'agora', 'virou', 'inocente', 'mesmos', 'q', 'querem', 'eleio', 'auditvel']",Negative
A que ponto chega o ser humano na crise humanitária que vivemos . Hoje em São Paulo. Frio e chuva https://t.co/pqTOoibSJr,"['ponto', 'chega', 'ser', 'humano', 'crise', 'humanitria', 'vivemos', 'hoje', 'paulo', 'frio', 'chuva']",Positive
"dj ivis não se arrependeu, apenas foi pego no pulo. se não tivesse repercutido, continuaria fazendo tudo o que fez tranquilamente.

que chore a vontade, tenho dó nenhuma.","['dj', 'ivis', 'arrependeu', 'apenas', 'pego', 'pulo', 'repercutido', 'continuaria', 'fazendo', 'tudo', 'fez', 'chore', 'vontade', 'nenhuma', 'tranquilamente']",Positive
normalmente eu só fico triste mas hoje os cara conseguiram me deixar puto,"['normalmente', 'fico', 'triste', 'hoje', 'conseguiram', 'deixar', 'puto']",Negative
[rindo em brasileiro] https://t.co/6ukGZ8N6iB,"['rindo', 'brasileiro']",Positive
"Caralho, o Bundagol é maluco por bola na rede. Simplesmente o ESMAGADOR.","['caralho', 'bundagol', 'maluco', 'bola', 'rede', 'simplesmente', 'esmagador']",Negative
meninas não fiquem com feios vejam o que luísa sonza passou,"['meninas', 'fiquem', 'feios', 'vejam', 'lusa', 'sonza', 'passou']",Positive
A birra da yasmin brunet e medina fica mais ridícula quando vc lembra que a rayssa leal ta indo pro Japão com 13 anos sem pai nem mãe. Mas a  chatona não consegue ficar um mês longe do marido,"['birra', 'yasmin', 'brunet', 'medina', 'fica', 'ridcula', 'vc', 'lembra', 'rayssa', 'leal', 'indo', 'pro', 'japo', 'anos', 'chatona', 'consegue', 'ficar', 'ms', 'longe', 'marido']",Negative
Comentou 🥵 tem que me dar um beijo pelo menos...,"['comentou', 'beijo', 'menos']",Negative
desvios da minha personalidade: gosto de sertanejo,"['desvios', 'personalidade', 'gosto', 'sertanejo']",Positive
dsclp a grosseria     eh que eu tava criando paranoia e fiquei com raiva de vc,"['dsclp', 'grosseria', 'eh', 'tava', 'criando', 'paranoia', 'fiquei', 'raiva', 'vc']",Negative
cinéfilo ou nao todo mundo conhece essa cena https://t.co/IxAINqWRTQ,"['cinfilo', 'nao', 'mundo', 'conhece', 'cena']",Positive
nem autoestima pra tirar selfie eu tenho mais por isso meu instagram eh 2 foto por ano e olha lá,"['autoestima', 'pra', 'tirar', 'selfie', 'instagram', 'eh', 'foto', 'ano', 'olha']",Positive
O curioso caso do escândalo de corrupção sem dinheiro. https://t.co/swHn9o4Lc5,"['curioso', 'caso', 'escndalo', 'corrupo', 'dinheiro']",Positive
A atleta mais jovem da história do 🇧🇷 em @JogosOlimpicos já está entre nós 🇯🇵 https://t.co/U7mPLxW8Qi,"['atleta', 'jovem', 'histria', 'jogosolimpicos', 'ns']",Positive
Não existe UMA instituição que funcione melhor que a instituição BICHA BRASILEIRA https://t.co/Btq2XBrYcM,"['existe', 'instituio', 'funcione', 'melhor', 'instituio', 'bicha', 'brasileira']",Positive
"O massagista Marcelo Silva sofreu uma crise convulsiva durante o jogo deste sábado. Ele deixou o estádio de ambulância, consciente, e foi encaminhado para o hospital São Luiz. 

Marcelo está bem, estável, e será submetido a exames neurológicos para elucidação do caso ocorrido.","['massagista', 'marcelo', 'silva', 'sofreu', 'crise', 'convulsiva', 'jogo', 'deste', 'sbado', 'deixou', 'estdio', 'ambulncia', 'consciente', 'encaminhado', 'hospital', 'luiz', 'bem', 'estvel', 'ser', 'submetido', 'exames', 'neurolgicos', 'elucidao', 'caso', 'ocorrido', 'marcelo']",Positive
"precisei ilustrar o menino com seu pãozinho, foi mais forte que eu. https://t.co/wd9eedyPWE https://t.co/W61WF0tZfv","['precisei', 'ilustrar', 'menino', 'pozinho', 'forte']",Negative
em uma dessas linhas do tempo o homem formiga entra no cu do thanos https://t.co/kWn1ae7yfo,"['dessas', 'linhas', 'tempo', 'homem', 'formiga', 'entra', 'thanos']",Positive
tirei minha habilitação hoje e transando com meu namorado ele me chamou de “piranha habilitada” e depois disse que era pra n gozar,"['tirei', 'habilitao', 'hoje', 'transando', 'namorado', 'chamou', 'piranha', 'habilitada', 'pra', 'gozar']",Negative
"mãe, eu já tenho tamanho pra brigar no telhado? https://t.co/KPKOMrWdUi","['tamanho', 'pra', 'brigar', 'telhado']",Negative
desculpa a ignorância mas o que seria calica?,"['desculpa', 'ignorncia', 'calica']",Negative
Ninguém me avisou que a @nathfinancas também adestra cachorros https://t.co/AUUKxzNMM8,"['ningum', 'avisou', 'nathfinancas', 'tambm', 'adestra', 'cachorros']",Positive
tomei banhoooo 😂😂😂 https://t.co/UXqq1CAYO2,"['tomei', 'banhoooo']",Positive
otarios sao vcs q se abalam por esse tweets q falam q sua pack eh feia na minha cabeça a minha pack e mais linda do twitter o meu user eh o mais lindo tudo no meu perfil eh lindo vcs q sao besta,"['otarios', 'sao', 'vcs', 'q', 'abalam', 'tweets', 'q', 'falam', 'q', 'pack', 'eh', 'feia', 'cabea', 'pack', 'linda', 'twitter', 'user', 'eh', 'lindo', 'tudo', 'perfil', 'eh', 'lindo', 'vcs', 'q', 'sao', 'besta']",Positive
"Claramente eu tomando a minha segunda dose!
 https://t.co/Uo8FsJ5lnX","['claramente', 'tomando', 'segunda', 'dose']",Positive
acontece 😜 https://t.co/JPkeviptSB,['acontece'],Positive
"Eu gosto de pegar consultório do lado do pediatra pra ouvir diálogos assim:
- você vai ter que tomar um soro… mas não qualquer soro, o soro das princesas!
-  princesas? 😨
- sim, você precisa escolher com o coração na hora e pensar nela, aí você vira uma!
- eu quero 🥰","['gosto', 'pegar', 'consultrio', 'lado', 'pediatra', 'pra', 'ouvir', 'dilogos', 'voc', 'tomar', 'soro', 'qualquer', 'soro', 'soro', 'princesas', 'sim', 'voc', 'precisa', 'escolher', 'corao', 'hora', 'pensar', 'nela', 'voc', 'vira', 'quero', 'assim', 'princesas']",Negative
"não, mas e isso aqui? https://t.co/zwDwQo87aO",['aqui'],Negative
"O Clube de Regatas do Flamengo deseja uma pronta recuperação ao massagista Marcelinho, do São Paulo Futebol Clube. #ForçaMarcelinho #CRF","['clube', 'regatas', 'flamengo', 'deseja', 'pronta', 'recuperao', 'massagista', 'marcelinho', 'paulo', 'futebol', 'clube', 'foramarcelinho', 'crf']",Positive
Amando que agora a vacina tá chegando nos jovens e cenas como essa se tornando mais comuns  https://t.co/4EV0BYQglp,"['amando', 'agora', 'vacina', 'chegando', 'jovens', 'cenas', 'tornando', 'comuns']",Positive
gatinho no paint https://t.co/DN4pQUGP0M,"['gatinho', 'paint']",Positive
"As gæs se superam e eu tenho como provar 👇🏻 
https://t.co/dZtvA4SjB8","['gs', 'superam', 'provar']",Positive
"Meu Deus, que cena horrível. Que desespero.","['deus', 'cena', 'horrvel', 'desespero']",Negative
meu cérebro aí https://t.co/ZOWOnq2O0X,['crebro'],Negative
eu e minha namorada com o bob espoja foda-se https://t.co/5Qcoln3RHJ,"['namorada', 'bob', 'espoja', 'fodase']",Negative
final de semana fico assim https://t.co/hjNegoMQU6,"['final', 'semana', 'fico', 'assim']",Positive
oi linda 🌹 https://t.co/MaJsEf8bHS,"['oi', 'linda']",Positive
Escenas de final de temporada. https://t.co/mByNNi3YKd,"['escenas', 'final', 'temporada']",Positive
"Eu estou morrendo de rir kkkkkkk não vou nem comentar o que ficou parecendo meus primeiros macarrons.
Preciso de ajuda e de dicas de como ficarem corretos.

Meu forno o mínimo que chega é 180 eu usei o termômetro e abri a porta pra chegar em 140 eu acho que foi isso. Aceito dicas https://t.co/1Ws7EHRefP","['morrendo', 'rir', 'kkkkkkk', 'vou', 'comentar', 'ficou', 'parecendo', 'primeiros', 'ajuda', 'dicas', 'ficarem', 'forno', 'mnimo', 'chega', 'usei', 'termmetro', 'abri', 'porta', 'pra', 'chegar', 'acho', 'aceito', 'dicas', 'macarrons', 'preciso', 'corretos']",Negative
Só passando pra lembrar disso aqui https://t.co/Hzfu5xidPh,"['passando', 'pra', 'lembrar', 'disso', 'aqui']",Positive
"Eu encontrando a Ivete hoje:
Ivete, eu dancei poeira na segunda série.
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk","['encontrando', 'ivete', 'dancei', 'poeira', 'segunda', 'hoje', 'ivete', 'srie', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']",Positive
pensando nisso aqui https://t.co/dFKr5PSwZn,"['pensando', 'nisso', 'aqui']",Positive
MANDEI O NOVO VISUAL https://t.co/Yht7Af0Z5U,"['mandei', 'novo', 'visual']",Positive
"O sujeito tem intestino entupido. Em 4 dias está com alta, sem cirurgia nem nada. E monta o drama de sair do palácio sem camisa mostrando a barriga cheia se merda como se fosse um Cristo descendo da Cruz.","['sujeito', 'intestino', 'entupido', 'dias', 'cirurgia', 'monta', 'drama', 'sair', 'palcio', 'camisa', 'mostrando', 'barriga', 'cheia', 'merda', 'cristo', 'descendo', 'cruz']",Negative
ouviram o barulho? https://t.co/S620jOrALU,"['ouviram', 'barulho']",Positive
"Donos de Corolla e Civic, fiquem tranquilos, não é de vcs que ele está falando. https://t.co/m84ngTWTmX","['donos', 'corolla', 'civic', 'fiquem', 'tranquilos', 'vcs', 'falando']",Negative
O Davi fazendo os meninos que ofenderam a Valéria se ajoelharem e pedirem perdão pra ela. É sobre isso! https://t.co/7h07DLNMel,"['davi', 'fazendo', 'meninos', 'ofenderam', 'valria', 'ajoelharem', 'pedirem', 'perdo', 'pra']",Positive
eu juro que foi a única vez que eu usei calça de cintura baixa nunca mais https://t.co/WUQ3negzj5,"['juro', 'nica', 'vez', 'usei', 'cala', 'cintura', 'baixa', 'nunca']",Positive
minha psicóloga mandou vc dar em cima de mim,"['psicloga', 'mandou', 'vc', 'cima', 'mim']",Negative
estudando para ter a qualidade de vida que meus colegas de faculdade tem desde quando nasceram 🤡,"['estudando', 'qualidade', 'vida', 'colegas', 'faculdade', 'nasceram']",Positive
acabo de receber em meu zap uma foto de um gato em um cesto de roupa na fila da vacinação https://t.co/AUDZyJ7axz,"['acabo', 'receber', 'zap', 'foto', 'gato', 'cesto', 'roupa', 'fila', 'vacinao']",Negative
por onde andam esses dois….. https://t.co/OIxL9agJdP,"['onde', 'andam', 'dois']",Positive
falar tudo bem pra evitar brigas = eu,"['falar', 'tudo', 'bem', 'pra', 'evitar', 'brigas']",Negative
"Ary Fontoura recusa convite de Boninho para BBB22: ""Imagina eu, aos 88 anos, fazer uma maluquice dessas. Eu ia ser o único a sair de lá em uma ambulância."" https://t.co/N0BrlU2N8H","['ary', 'fontoura', 'recusa', 'convite', 'boninho', 'bbb', 'imagina', 'anos', 'fazer', 'maluquice', 'dessas', 'ser', 'nico', 'sair', 'ambulncia']",Negative
"passou, passou, passou um avião

e nele estava escrito ""bolsonaro é um cuzão"" https://t.co/xAC2ExMw9t","['passou', 'passou', 'passou', 'nele', 'escrito', 'bolsonaro', 'cuzo', 'avio']",Negative
"Quem é um peso para os outros, acredite, é ainda mais pesado para si mesmo.","['peso', 'outros', 'acredite', 'ainda', 'pesado']",Positive
"Agora sim já posso contar minha estreia na @tvglobo, vou me juntar como co apresentadora ao lado da Ivete no The Masked Singer Brasil! 😭😭😭😭 Vou representar vocês cobrindo os bastidores e tentando descobrir quem são os artistas. Vai ser TUDO!!! Tô muito feliz! ❤️","['agora', 'sim', 'posso', 'contar', 'estreia', 'tvglobo', 'vou', 'juntar', 'co', 'apresentadora', 'lado', 'ivete', 'masked', 'singer', 'brasil', 'vou', 'representar', 'vocs', 'cobrindo', 'bastidores', 'tentando', 'descobrir', 'artistas', 'ser', 'tudo', 'feliz']",Positive
"Track: caos / flor ***
((#DOCE22~18.07)) https://t.co/VXOKhtbkDM","['track', 'caos', 'flor', 'doce']",Positive
o bixo preguiça em seu habitate natural https://t.co/mRmt52ZcKq,"['bixo', 'preguia', 'habitate', 'natural']",Positive
Acho que escolhi a pessoa errada para entrevistar. https://t.co/yNOwQ88dWN,"['acho', 'escolhi', 'pessoa', 'errada', 'entrevistar']",Negative
tô ansiosa pra vcs verem os clipes,"['ansiosa', 'pra', 'vcs', 'verem', 'clipes']",Positive
"É tetra!! É tetra!! É tetra!! Há 27 anos, o Brasil foi campeão mundial de futebol pela quarta vez!! Diga lá, onde é que vocês estavam nesse dia eterno?? https://t.co/BBtgh7jU8q","['tetra', 'tetra', 'tetra', 'anos', 'brasil', 'campeo', 'mundial', 'futebol', 'quarta', 'vez', 'diga', 'onde', 'vocs', 'nesse', 'eterno']",Positive
"Pedras no meu caminho? Guardo-as todas. 
E agora não sei o que fazer com esta merda https://t.co/d9RhAjIbFi","['pedras', 'caminho', 'guardoas', 'todas', 'agora', 'fazer', 'merda']",Negative
q nude oq manda foto do seu cartao frente e verso vida,"['q', 'nude', 'oq', 'manda', 'foto', 'cartao', 'frente', 'verso', 'vida']",Negative
Essa tatuagem dos X-Men https://t.co/3MIc7qk2j6,"['tatuagem', 'xmen']",Positive
"Aí você acorda se sentindo bem com seu corpo REAL e uma menina comenta isso

Acaba com o dia de qualquer cidadão https://t.co/qQSSp6rEcn","['voc', 'acorda', 'sentindo', 'bem', 'corpo', 'real', 'menina', 'comenta', 'qualquer', 'cidado']",Positive
"eu vou fazer uma sugestão muito ousada

mas que tal, nós, enquanto sociedade, superarmos H*rry P*tter???????","['vou', 'fazer', 'sugesto', 'tal', 'ns', 'enquanto', 'sociedade', 'superarmos', 'hrry', 'ptter', 'ousada']",Negative
Shohei Ohtani continues to impress 👏 https://t.co/HUfAntFWxG,"['shohei', 'ohtani', 'continues', 'impress']",Positive
strange tu ta fudido irmão https://t.co/ckhv5GHRDn,"['strange', 'fudido', 'irmo']",Negative
Neymar está em balneário. https://t.co/EXNgvJn6sJ,"['neymar', 'balnerio']",Positive
"Agradeço, publicamente, o Secretário de Estado de Segurança Pública de Minas Gerais, Professor Rogério Greco, que me informou as providências tomadas para preservação da vida e integridade do hacker preso por invadir sistemas do TSE.","['agradeo', 'publicamente', 'secretrio', 'segurana', 'pblica', 'minas', 'gerais', 'professor', 'rogrio', 'greco', 'informou', 'providncias', 'tomadas', 'preservao', 'vida', 'integridade', 'hacker', 'preso', 'invadir', 'sistemas', 'tse']",Positive
"Engraçado como o bilionário acha que miséria não justifica roubo de galinhas, mas imposto justifica sonegação","['engraado', 'bilionrio', 'acha', 'misria', 'justifica', 'roubo', 'galinhas', 'imposto', 'justifica', 'sonegao']",Negative
A DEVI SO FAZ MERDA MEU DEEEEUS KKKKKKKK,"['devi', 'faz', 'merda', 'deeeeus', 'kkkkkkkk']",Negative
Repita comigo: propina não é comissionamento…,"['repita', 'comigo', 'propina', 'comissionamento']",Negative
sua terapeuta não disse nada sua puta mentirosa,"['terapeuta', 'puta', 'mentirosa']",Negative
"No Brasil não existe ""oposição"". Dar esse nome ao crime organizado é eufemismo masoquista.","['brasil', 'existe', 'oposio', 'nome', 'crime', 'organizado', 'eufemismo', 'masoquista']",Negative
Num pedacin de paraíso do meu Brasil https://t.co/VWdRNdjECt,"['pedacin', 'paraso', 'brasil']",Positive
O TANTO QUE JÁ RI DISSO https://t.co/BlD5jxpROL,"['ri', 'disso']",Positive
o justin indo gravar o clipe de funk com a anitta https://t.co/MMRNAsickT,"['justin', 'indo', 'gravar', 'clipe', 'funk', 'anitta']",Positive
A Dua Lipa barrada na porta do Castelo Ra-Tim-Bum pq foi sem máscara 🗣🗣🗣🗣 https://t.co/oercXzU0g4,"['lipa', 'barrada', 'porta', 'castelo', 'ratimbum', 'pq', 'mscara']",Positive
evitando tanta coisa pra manter minha paz,"['evitando', 'tanta', 'coisa', 'pra', 'manter', 'paz']",Negative
Alguém sabe dizer se é golpe? https://t.co/HMbrG320zc,"['algum', 'sabe', 'dizer', 'golpe']",Positive
Não existe desculpa para agressor.,"['existe', 'desculpa', 'agressor']",Negative
pessoas gostosas ouvem bruno mars,"['pessoas', 'gostosas', 'ouvem', 'bruno', 'mars']",Negative
Pensando muito nisso aqui https://t.co/BBErfmfYco,"['pensando', 'nisso', 'aqui']",Positive
a marina joyce em 2016 https://t.co/AArgJIbyhs,"['marina', 'joyce']",Positive
Melhor garoto-propaganda não há! 👍🏼 https://t.co/3H42HjNISp,"['melhor', 'garotopropaganda']",Positive
"Pelo menos eu não sou hipócrita, o que eu me proponho e sempre falei quer ia fazer eu continuo fazendo.","['menos', 'hipcrita', 'proponho', 'sempre', 'falei', 'quer', 'fazer', 'continuo', 'fazendo']",Positive
comprar um terceiro jatinho ou ver as crianças do meu país fazendo três refeições ao dia? uma escolha difícil https://t.co/IuUb6HM91s,"['comprar', 'terceiro', 'jatinho', 'ver', 'crianas', 'fazendo', 'trs', 'refeies', 'escolha', 'difcil']",Negative
"flerte com jovens, sim
vai ser ótimo https://t.co/zaEojHBLn1","['flerte', 'jovens', 'ser', 'timo', 'sim']",Positive
"Eu: slk o trampo hj foi puxado, tô cansadão 

Eu no trampo: https://t.co/22B4MEjnKE","['slk', 'trampo', 'hj', 'puxado', 'cansado', 'trampo']",Positive
Pedir Uber tornou-se totalmente estressante até parece que estou pedindo um favor,"['pedir', 'uber', 'tornouse', 'totalmente', 'estressante', 'parece', 'pedindo', 'favor']",Negative
pov: vc não consegue aceitar que alguém possa realmente te amar e gostar de você por ser uma pessoa insegura demais,"['pov', 'vc', 'consegue', 'aceitar', 'algum', 'possa', 'realmente', 'amar', 'gostar', 'voc', 'ser', 'pessoa', 'insegura', 'demais']",Negative
"Melhor diálogo de Ordem da Fênix que não apareceu no filme, só no livro. https://t.co/OGWQjztSDo","['melhor', 'dilogo', 'ordem', 'fnix', 'apareceu', 'filme', 'livro']",Positive
"BIZARRO! Dep. @filipebarrost conversou com hacker que invadiu o TSE e ele disse que poderia alterar votação de eleição e expor sigilos dos eleitores

Líderes do PT, PSOL, PCdoB e Solidariedade tentaram a todos custo barrar a fala do Dep. Filipe e exibição do vídeo do hacker.Veja: https://t.co/t3nFP1gIQj","['bizarro', 'dep', 'filipebarrost', 'conversou', 'hacker', 'invadiu', 'tse', 'poderia', 'alterar', 'votao', 'eleio', 'expor', 'sigilos', 'pt', 'psol', 'pcdob', 'solidariedade', 'tentaram', 'custo', 'barrar', 'fala', 'dep', 'filipe', 'exibio', 'vdeo', 'hackerveja', 'eleitores', 'lderes']",Negative
"'Taxar grandes fortunas reduz desigualdade, mas empobrece os ricos', diz dono da Riachuelo https://t.co/3hiZi9D7Ji","['taxar', 'grandes', 'fortunas', 'reduz', 'desigualdade', 'empobrece', 'ricos', 'diz', 'dono', 'riachuelo']",Positive
Eu com 4 anos indo pro Jardim de Infância: https://t.co/P4X6m83Sdw,"['anos', 'indo', 'pro', 'jardim', 'infncia']",Positive
"Boa tarde!...menos pra você que, hospitalizado, fica passeando sem máscara e tossindo fezes pelos corredores do estabelecimento.","['boa', 'tardemenos', 'pra', 'voc', 'hospitalizado', 'fica', 'passeando', 'mscara', 'tossindo', 'fezes', 'corredores', 'estabelecimento']",Positive
não perguntei nada https://t.co/K3wxpnHxTU,['perguntei'],Negative
homem que defende os erros de outro homem é porque faz igual,"['homem', 'defende', 'erros', 'outro', 'homem', 'faz', 'igual']",Positive
