content,new,sentiment
"🦖：哈喽！睡了吗？没睡吧～💚

#威神V #WayV #WeiShenV
#XIAOJUN #肖俊 https://t.co/E6vlISaV6G","['wayv', 'weishenv', 'xiaojun']",Negative
"🐻：现在是晚餐时间啦🍝 

#威神V #WayV #WeiShenV
#KUN #钱锟 https://t.co/7cgEjqUfI9","['wayv', 'weishenv']",Positive
"🦄：一起喝个下午茶吧🫖

#威神V #WayV #WeiShenV
#HENDERY #黄冠亨 https://t.co/gzuWbCJwRS","['wayv', 'weishenv', 'hendery']",Positive
"🐱：我准备了一个专属语言📖

#威神V #WayV #WeiShenV
#TEN #李永钦 https://t.co/JLge2WHdWJ","['wayv', 'weishenv', 'ten']",Negative
"🦁：快点起床啦☀️

#威神V #WayV #WeiShenV
#LUCAS #黄旭熙 https://t.co/gQNDS3HaUX","['wayv', 'weishenv', 'lucas']",Negative
楊菲菲塩見周子藤居朋中華風画像 https://t.co/vSgBXWrhbH,[],Positive
每日爽圖1/1 ⭐️ https://t.co/oUO0N7PESB,[],Positive
为了赶cp画到头昏的msby https://t.co/gizmKDhCF0,['cpmsby'],Positive
柱.太.赫🇰🇷 https://t.co/D3qGU1PQyY,[],Positive
妹妹吉他（第四张更新：尽量站立练习吉他，这样更加容易适应舞台演出。） https://t.co/gxu6PwEH8N,[],Positive
你凝视深渊，深渊也在凝视着你。 https://t.co/iqeKj42Px9,[],Positive
～～～海之咏叹调～～～ https://t.co/BTYAicJb4G,[],Positive
"y'all 

cr. 迷鹿村的李察 https://t.co/1IxTnybAXk","['yall', 'cr']",Negative
"❄️寒风剑士❄️

（凯亚hso。。。喜欢。。。
#原神 #凯亚 https://t.co/S3csGsENSk",['hso'],Positive
今年画不动了，本来想做杂志感觉的。结果左边不知道打啥字就删掉了。。就，今年也加油，阿唯和海猫也要加油，饼子也要加油，tora也要加油，大家一起加油 https://t.co/6UmT44c7sQ,['tora'],Positive
"#原神  #鐘離 

荒星璨如烈阳，千载亦犹旦暮 https://t.co/csnWSQ15Uu",[],Positive
眼波流轉 https://t.co/3yNTpMbGTQ,[],Positive
"Happy birthday 🎁🌹MOM🎂🎈
I wish you nothing but healthy &amp; happy
I love you❤️
@teamwangofcl We love you
.
妈妈生日快乐🎁🌹🎈
儿子没有其他的，
只是希望你健康还有开心
儿子很爱你❤️
TEAM WANG 我们也很爱你
.
사랑하는 엄마 생일 축하해!🎁🌹🎈❤️
건강하고 행복했으면 해
사랑해요 엄마 https://t.co/UsuZhJfitm","['happy', 'birthday', 'wish', 'nothing', 'healthy', 'amp', 'love', 'love', 'wang', 'mom', 'happy', 'teamwangofcl', 'team']",Positive
#zhongli 阿离要复刻啦 https://t.co/r3KjwIdXgI,['zhongli'],Positive
一見鍾情 https://t.co/CI39h58BO8,[],Positive
妹妹吉他第一课：即使什么都不会，装扮一定要摇滚🤘🏻！ https://t.co/uta1yBLpKw,[],Positive
"姐姐 弟弟来了
Sis, lil bro has arrived 🙌
@GEMoving 
.
#BiuBiuBiuChallenge 
#超能力BiuBiuBiu挑戰 https://t.co/jw9t2XNL0g","['lil', 'bro', 'arrived', 'biubiubiuchallenge', 'sis', 'gemoving', 'biubiubiu']",Positive
"手艺人董的隔离日记💌
提交人：WINWIN 
提交时间：4月8日

#威神V #WayV #WeiShenV
#WINWIN #董思成 https://t.co/qD8IggBK88","['wayv', 'winwin', 'weishenv', 'winwin']",Positive
"我正在开发的模拟经营种菜游戏《海风谣》
My new game &lt;The Song of Wind and Sea&gt;, an agricultural simulation role-playing video game. WIP. https://t.co/iuLoUxgkzP","['new', 'game', 'ltthe', 'song', 'wind', 'seagt', 'agricultural', 'simulation', 'roleplaying', 'video', 'game', 'wip']",Positive
"不知道自己在画什么hhhh总之很开心
#原神 #GenshinImpact #bennyrazor https://t.co/DX82i7rDYv","['genshinimpact', 'bennyrazor', 'hhhh']",Positive
"文俊辉 JUN ‘乌鸦(Crow)’ LIVE CLIP Photo Sketch

▶ https://t.co/BodF65CI6f

#준 #JUN
#乌鸦 #Crow https://t.co/LP9i8w3KXL","['jun', 'crow', 'live', 'clip', 'photo', 'crow', 'sketch', 'jun']",Positive
"#WayV✖️ SHOW! MUSIC CORE 📸
⠀
很遗憾今天的舞台是3周 《Kick Back》活动期最后一场舞台，感谢WayZenNi们的一路相伴，今后也请多多关注威神V💚
⠀
#威神V #WeiShenV https://t.co/0h5LEBYkGp","['wayv', 'show', 'music', 'core', 'kick', 'weishenv', 'backwayzenniv']",Positive
"WayZenNi们嗨起来吧😎
有份来自威神Ｖ的惊喜预告礼物请注意查收～
Coming Soon💝

#WayV #WeiShenV #威神V https://t.co/5Q7Hjz2oP9","['soonwayv', 'weishenv', 'wayzenni', 'coming']",Positive
"金正恩(37) 

2012年　2本 
2013年　6本 
2014年　19本 
2015年　15本 
2016年　24本 
2017年　22本 
2018年　0本 
2019年　25本 
2020年　9本 
2021年　1本 https://t.co/zBmocyM0zN",[],Positive
"[SPECIAL VIDEO] 文俊辉 JUN ‘乌鸦(Crow)’ LIVE CLIP

▶ https://t.co/JIOCREgMxL

#준 #JUN
#乌鸦 #Crow https://t.co/ba0FmvuZCn","['special', 'video', 'jun', 'crow', 'live', 'crow', 'clip', 'jun']",Positive
"#WayV✖️人气歌谣📸
⠀
#威神V #WeiShenV https://t.co/LTk5RX4GZ7","['weishenv', 'wayv']",Positive
"[INSIDE SEVENTEEN] JUN ‘寂寞号登机口(Silent Boarding Gate)’ BEHIND

▶ https://t.co/8xxGcTnVHn

#세븐틴 #SEVENTEEN
#INSIDE_SVT https://t.co/6WdbdbnIjV","['inside', 'seventeen', 'jun', 'silent', 'boarding', 'gate', 'behind', 'seventeen', 'insidesvt']",Positive
"死海文書.doc
死海文書（1）.doc
死海文書（2）.doc
死海文書_2019.doc
死海文書（1）.docx","['doc', 'doc', 'doc', 'doc', 'docx']",Negative
【 COSPLAY / 伏黒甚爾 】 https://t.co/3MEdEOIPxQ,['cosplay'],Positive
"#WayV ✖️人气歌谣 📸

#威神V #WeiShenV https://t.co/ODxcxWdQq1","['wayv', 'vweishenv']",Positive
"威神V 带来《秘境》，就在 Apple Music C-Pop 潮歌单：https://t.co/cutacVLmp7

#WayV_Kick_Back
#WayV #WeiShenV #威神V https://t.co/OwW1lET72q","['vapple', 'music', 'weishenv', 'cpop', 'wayvkickback', 'wayv']",Positive
"第二件眼球作品出來了  ,星期日 再展示給大家~٩(ˊωˋ*)و
#細革工 #眼球 #鉄皮屋 https://t.co/iRb1QGKFcW",[],Positive
"🎙️直播预告🎙️
💚威神V✖️WayZenNi 💚 

今天晚上22:00(KST)  , 将在V LIVE举办威神Ｖ《Come Back Kick Back》回归直播！
WayZenNi们，闹钟调好，不见不散噢～

#WayV_Kick_Back #WayV의_킥백
#威神V #WayV #WeiShenV https://t.co/9JQ3KVtVkA","['livecome', 'back', 'kick', 'wayvv', 'wayv', 'weishenv', 'vwayzenni', 'kst', 'back', 'wayzenni', 'wayvkickback']",Positive
展柜现状 https://t.co/YAkp6EgRro,[],Positive
坏女人 https://t.co/9FyJHRJyaA,[],Negative
"喜欢………………
#bennett #原神 #GenshinImpact https://t.co/lrnBd7BOOY","['genshinimpact', 'bennett']",Negative
"🎂 #HappyTENDay 🎂
⠀
李永钦生日快乐💚
⠀
#李永钦0227生日快乐
⠀
#TEN #李永钦
#WayV #WeiShenV #威神V https://t.co/dDZKIWqfho","['happytenday', 'wayv', 'weishenv', 'ten']",Positive
"😮과거 현재😮

😮過去　現在😮

#채원Dream #チェウォン
#IZONE #아이즈원 #アイズワン https://t.co/DiknzROxJj","['izone', 'dream']",Positive
"everyone translate this 

你为什么翻译它？ 你太听话我想你要我。 你要我把你扔在床上干你吗？","['everyone', 'translate']",Negative
待續 https://t.co/zNauycqnIc,[],Positive
"我的朋友正在参加“回到我的土地”，她的梦想是再次在库里提巴找到她的儿子，如果你能给她力量，使她的梦想成真，我谢谢你。 只需单击链接并投票给“ KarolConká”。 您可以投票一次以上！  🙏🙏 
https://t.co/dCZNIAyJuw",['karolconk'],Positive
同担拒否 https://t.co/dFp76pU7VS,[],Positive
红莲 Padma https://t.co/5kY3QpXPeC,['padma'],Positive
❤️情人节特别篇 https://t.co/b70YlHpZsh,[],Positive
"新春快乐!
威神V祝大家2021年，好事多多！笑容多多！开心每一秒！快乐每一天！幸福一整年！健康到永远！
辛丑年也和威神V一起度过快乐的一年噢💚
⠀
#威神V #WayV #WeiShenV https://t.co/hQ1NObSRrF","['wayv', 'weishenv']",Positive
"♥️春节快乐♥️
Happy Chinese New Year https://t.co/x43cWMtP0I","['chinese', 'new', 'year', 'happy']",Positive
"牛年大吉！
Happy Chinese New Year. https://t.co/bMPRxX8bmY","['chinese', 'new', 'year', 'happy']",Positive
"文俊辉 JUN ‘寂寞号登机口(Silent Boarding Gate)' Official Teaser

▶ https://t.co/aVifqMUNeF

#JUN #寂寞号登机口 https://t.co/0knkpc0yNV","['jun', 'silent', 'boarding', 'gate', 'official', 'jun', 'teaser']",Positive
"#ゼルダの伝説ブレスオブザワイルド #LegendOfZelda 

对话 https://t.co/iqTM2tfpQJ",['legendofzelda'],Positive
玩游戏。 https://t.co/1PPvArFqQJ,[],Positive
"🎉🎉🎉即将完成啦！
🥳🥳🥳附近的居民都说好看！
#정호석 #제이홉 #JHOPE@BTS_twt https://t.co/sT85LLqQ7H",['jhopebtstwt'],Positive
特別軍事顧問 https://t.co/6Kvm1PYM7c,[],Positive
"凶弹
#進撃の巨人
#attackontitan
#aot https://t.co/akVIEEdIji","['attackontitan', 'aot']",Positive
"NOW
现在
지금
🎬🎞🎥📽📸📷 https://t.co/1lnXnde7zi",[],Positive
紙細工(Paper craft)🥰😁 https://t.co/dnrVwFVEcy,"['paper', 'craft']",Positive
"一个人 Alone
Out now
.
https://t.co/BH7mSKz5Cg  
.
https://t.co/tTuYzmgvFq
.
#TEAMWANG 
#Alone #一个人","['alone', 'alone', 'teamwang']",Positive
末班车 https://t.co/PMAB4lX8yZ,[],Positive
#zhongli 至高至明日月 https://t.co/UIyX6OcyMS,['zhongli'],Positive
"Started Shoot 🎬
What kind of program do u think it is ?
拍摄🎬 猜是什么节目？
촬영 시작 🎬 어떤 프로그램 일까요? https://t.co/3G4LLgalQr","['started', 'shoot', 'kind', 'program', 'think']",Negative
"D-1
.
一个人 Alone
.
Jan 30
.
#TEAMWANG https://t.co/7SQCEs0jKk","['alonejan', 'teamwang']",Positive
四只崽的新装。 https://t.co/VioIlKdnn0,[],Positive
"🎂 #HappyLUCASDay 🎂

黄旭熙生日快乐💚

#黄旭熙0125生日快乐

#LUCAS #黄旭熙
#WayV #WeiShenV #威神V https://t.co/A7sNx0vM07","['happylucasday', 'wayv', 'weishenv', 'lucas']",Positive
#zhongli# 钟离sensei—— https://t.co/oE7CeiVtqu,"['zhongli', 'sensei']",Positive
"図解 陰謀論
@abbieasr https://t.co/rZMYspgEhv",['abbieasr'],Positive
"[#슈화] 내가 젤 좋아하는 스타일링 🧚🏻‍♀️
약속했던 셀카 드릴게요 
너무 차가워 ~~~❄️
-
我最喜歡的造型 🧚🏻‍♀️
約定好的自拍端上來啦
好冷啊~~~❄️ https://t.co/3OeD2k7Oop",[],Positive
"💚2021.01.17💚
#HappyWayVDay ！成员们快乐相聚，一起庆祝威神V出道两周年！
因为疫情不能经常和大家见面，有些遗憾，不过有大家一直以来不变的支持与陪伴，威神Ｖ真的很幸福！
WayZenNi们，非常感谢大家！！今年也会一直在威神V身边吧？！爱你们！💚
⠀
#威神V出道二周年快乐
#威神V #WayV
⠀ https://t.co/uuApWVgcSW","['vwayzennivvv', 'happywayvday', 'wayv']",Positive
"[📽] (여자)아이들((G)I-DLE) - '화(火花)(HWAA)' Official Music Video

#여자아이들 #GIDLE
#I_burn #화(火花) #HWAA

▶️ https://t.co/uMnHiYZScQ https://t.co/e6RDWuF73C","['gidle', 'hwaa', 'official', 'music', 'gidleiburn', 'video', 'hwaa']",Positive
BiliBili snow miku装扮的插图解禁了！那就祝大家2021快乐！！ https://t.co/lMFxmCG3rj,"['bilibili', 'snow', 'miku']",Positive
新年快乐 https://t.co/oHgu3jWHKe,[],Positive
"🎉2021 HAPPY NEW YEAR 🎉

希望威神V的祝福，让WayZenNi的运气，牛牛牛🐮

#威神V #WayV #WeiShenV https://t.co/slGKMGctX3","['happy', 'new', 'year', 'wayv', 'weishenv', 'vwayzenni']",Positive
"🎂 #HappyKUNDay 🎂
⠀
钱锟生日快乐💚
⠀
#钱锟0101生日快乐
⠀
#KUN #钱锟
#WayV #WeiShenV #威神V https://t.co/r8i9AhoYhi","['happykunday', 'wayv', 'weishenv']",Positive
钟离先生生日快乐~！happy new year~ଘ(੭ˊᵕˋ)੭ https://t.co/RFSN88yi01,"['happy', 'new', 'year']",Positive
"永恒的第一秒
- 累世记 2020 https://t.co/7XTNhQQyla",[],Positive
圣诞节快乐！ https://t.co/iXSzvgJMi3,[],Positive
不法投棄 https://t.co/zNnwQIjK5j,[],Negative
"请大家多多期待我们的Beyond Live哦哈哈哈 帅的舞台一大堆哈哈

#CHENLE
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['beyond', 'live', 'resonance', 'chenle', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"咻～～各位！你們是聖誕禮物到啦～NCT Resonance Beyond Live要來了！就讓我們23個人在這冷冷的冬天帶給你們炙熱的熱情吧！

#YANGYANG
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['nct', 'resonance', 'beyond', 'resonance', 'live', 'yangyang', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"我们nct第一次全员一起演出beyond线上演唱会 准备了很多舞台 请大家多多期待 来看我们～

#RENJUN
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['nctbeyond', 'resonance', 'renjun', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"在这一次nct beyond live 中 有许许多多各种各样的舞台 期待你的到来～

#HENDERY
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['nct', 'beyond', 'live', 'resonance', 'hendery', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"这次的beyond live 真的很多特别的东西，感觉都是你们一直很期待的舞台耶！抒情歌啥的…来，我们不见不散。

#XIAOJUN
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['beyond', 'live', 'resonance', 'xiaojun', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"這次的nct beyond live，除了今年我們剛剛回歸的歌曲以外，當然也少不了以前的代表作了，大家一定要好好看哦！

#LUCAS
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['nct', 'beyond', 'resonance', 'live', 'lucas', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"我们为了这次nct beyond live有做了很多准备，其中有许多第一次表演的歌曲，大家好好期待一下哦

#WINWIN
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['nct', 'beyond', 'resonance', 'live', 'winwin', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"听说这场演唱会有WayV的新舞台？？？？뭐야???WayV 새로운 무대 있다고??!!!

#KUN
#NCT #RESONANCE #Beyond_LIVE
#NCT2020_Beyond_LIVE
#BeyondLIVE_NCT_RESONANCE_Global_Wave","['wayvwayv', 'resonance', 'nct', 'beyondlive', 'nctbeyondlive', 'beyondlivenctresonanceglobalwave']",Positive
"[Play V] 故人归

这首是见证了我在音乐的道路上每一个成长阶段的曲子，在这个与你们相见第五年的日子里，把这个特别的版本送给你们，希望你们会喜欢~

-URL: https://t.co/lCkclxV8B5

#WayV #WeiShenV #威神V
#KUN #钱锟 https://t.co/ER74Ogaugz","['play', 'wayv', 'weishenv', 'url']",Positive
"「過」
Should’ve Let Go

感谢过去 感谢过往
感恩过程
这是我们的故事
希望你们喜欢

@JJ_Lin 
除了音乐
在人生的道路
谢谢你教会了我很多东西
#過
#ShouldveLetGo

#jjlin #林俊傑
#jacksonwang #王嘉爾 #잭슨 
#TEAMWANG

https://t.co/cLKWUBDd03

https://t.co/yloi7gHEHb","['let', 'jjlin', 'jacksonwang', 'shouldve', 'go', 'shouldveletgo', 'jjlin', 'teamwang']",Positive
"「過」
Should’ve Let Go
DEC 17
D—1

@JJ_Lin 

遗憾的解药就藏在时间里

#過
#jacksonwang #잭슨 #王嘉爾
#TEAMWANG https://t.co/T9At499MPK","['let', 'djjlin', 'shouldve', 'go', 'dec', 'jacksonwang', 'teamwang']",Positive
"「過」
Should’ve Let Go
DEC 17
D—2
@JJ_Lin 

“如果再一次回到 「過」去
会怎么选择？”

#TEAMWANG
#過 #jacksonwang #王嘉爾 #잭슨 https://t.co/hLESP2J6kF","['let', 'djjlin', 'teamwang', 'jacksonwang', 'shouldve', 'go', 'dec']",Positive
最終面接。 https://t.co/fmPYNomknD,[],Positive
春夏秋冬 https://t.co/YbtqaiQNnd,[],Positive
"WayV✖️ 2020 MAMA📸

恭喜🏆 Favorite Asian Artist 🏆
感谢大家一路以来的支持！威神V会继续努力报答大家的爱💚

#WayV #威神V #WeiShenV 
#2020MAMA https://t.co/VdsvnrCvWG","['wayv', 'favorite', 'asian', 'artist', 'weishenv', 'mama', 'wayv', 'mama']",Positive
#19天  留下来陪我吧 https://t.co/XXrf25VEiN,[],Positive
"WayV✖️ 2020 Asia Artist Awards📸

👏🏻👏🏻👏🏻👏🏻👏🏻
感谢大家对威神V一直以来的支持与给予我们无限的爱！威神V今后也会努力给大家展现更好的音乐和舞台的, 希望大家多多期待！还有，WayZenNi～爱你们哦❤️

#WayV #WeiShenV #威神V
#AAA2020 https://t.co/77IJnnMPQY","['wayv', 'asia', 'artist', 'wayzenniwayv', 'weishenv', 'awards', 'vv', 'aaa']",Positive
"#進化してたらRT見た人もする
#ダンボールアート
←2018年伊勢海老
　2020年伊勢海老→ https://t.co/YRqvjatv1T",['rt'],Positive
靴-绘制过程 https://t.co/4aT7kRdpHp,[],Positive
"[INSIDE SEVENTEEN] 徐明浩 THE 8 - '本' Making Film

▶ https://t.co/gPRkxCpsDR

#디에잇 #THE8
#SEVENTEEN #세븐틴
#INSIDE_SVT https://t.co/jMMIirkmx5","['inside', 'seventeen', 'making', 'insidesvt', 'film', 'seventeen']",Positive
老照片 https://t.co/lqXFOxjcIT,[],Positive
霹靂一閃⚡️ https://t.co/YBwNVyARFj,[],Negative
"🎂#HappyWINWINDay🎂
⠀
董思成生日快乐💚
⠀
#董思成1028生日快乐
⠀
#WINWIN #董思成
#WayV #WeiShenV #威神V
⠀ https://t.co/qdyUWiE1S7","['wayv', 'weishenv', 'happywinwinday', 'winwin']",Positive
我们一定会更加努力，还要很多新面目等着你们和我们!,[],Positive
对不起 https://t.co/XIzCXrIBAs,[],Negative
"From Home #KUN

“随时能和你连结 为你回应”

#FromHome
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1
#NCT2020_RESONANCE https://t.co/IZ9ii9Fd4T","['home', 'resonancenct', 'fromhome', 'nct', 'resonancept', 'nctresonance']",Positive
"From Home #CHENLE  

“彩虹是和你再见的誓言”

#FromHome
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1
#NCT2020_RESONANCE https://t.co/swSeDOpAL7","['home', 'chenle', 'resonancenct', 'fromhome', 'nct', 'resonancept', 'nctresonance']",Positive
"From Home #RENJUN 

“直到和你眼神交会 拥抱让我遗落寂寞”

#FromHome
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1
#NCT2020_RESONANCE https://t.co/HKfF2Ous3u","['home', 'renjun', 'resonancenct', 'fromhome', 'nct', 'resonancept', 'nctresonance']",Positive
曇花一現 https://t.co/KwTQwkfNaT,[],Positive
旧草稿捞出来画一下 https://t.co/FWe0U8I569,[],Positive
"LAY 레이 [炎黃子孫 (Remix)]

🎧 Melon: https://t.co/TV1faSg9C3
🎧 FLO: https://t.co/gYAFkikieq
🎧 Genie: https://t.co/8E6F7BDM07
🎧 NAVER MUSIC: https://t.co/5wn4kyktub

#레이 #LAY
#엑소 #EXO #weareoneEXO
#炎黃子孫 #Remix","['lay', 'melon', 'flo', 'genie', 'naver', 'music', 'lay', 'exo', 'remix', 'remix', 'weareoneexo']",Positive
"What’s up! NCT we’re here! This album is one of a kind and also it’s is only possible with NCT 希望大家能多多喜歡 然後能在2020年後半帶給大家歡樂與幸福 이제부터시작이니까 여러분 감사하고 사랑해요 let’s get it❤️ 

#YANGYANG
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE_Pt1
#NCT2020","['whats', 'nct', 'album', 'kind', 'possible', 'nct', 'lets', 'get', 'resonanceptnct', 'yangyang', 'nct', 'nct']",Positive
"드디어~열심히 준비한 작품 出炉啦！！！
这么多的歌曲 Hope u like it~

#HENDERY
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['hope', 'like', 'resonancenct', 'resonancept', 'hendery', 'nct', 'nct']",Positive
"今天终于迎来了NCT 的专辑了，久等了，也请期待我们接下来的活动哦！

#XIAOJUN
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['nct', 'resonancenct', 'resonancept', 'xiaojun', 'nct', 'nct']",Positive
"WayZenNi，시즈니 우리 NCT 이제 나와요 請多多期待，有很多驚喜在等著你們

#LUCAS
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['wayzenni', 'nct', 'resonancenct', 'resonancept', 'lucas', 'nct', 'nct']",Positive
"이번에 많이 준비했는데 여러분 많이 많이 기대하세요! 여러분들도 마음껏 즐겨 주셨으면 좋겠습니다🥳🥳
准备了很多，不知道你们会喜欢什么 所以就都准备了！这次回归我们也一起度过吧！留下好的回忆！🤷‍♂️🤷‍♂️

#WINWIN
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['ududwinwinnctnct', 'resonancept', 'resonance', 'nct']",Positive
"RESONANCE pt.1 之后我们还有准备很多歌曲，大家一定要好好期待哦！谢谢！

#TEN
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['resonance', 'pt', 'resonancenct', 'resonancept', 'ten', 'nct', 'nct']",Positive
"hihi ~我是锟( ⁼̴̀ .̫ ⁼̴́ )✧
大家期待了很久的NCT的第二张正规专辑今天终于要跟大家见面啦~！专辑中的每一首歌都是精品！真的不用多说什么了…听！就是最正确的选择！你们准备好进入NCT 的音乐世界了吗？🤩

#KUN
#오늘6시_NCT컴백_23어쎔블
#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1","['hihi', 'kunnctnct', 'resonancept', 'nctnct', 'resonance', 'nct']",Positive
“做噩梦了？莫仔不怕。” https://t.co/6Qi9miq9vL,[],Positive
"🎂#HappyYANGYANGDay 🎂

刘扬扬生日快乐💚

#刘扬扬1010生日快乐

#YANGYANG #刘扬扬
#威神V #WayV #WeiShenV https://t.co/H3DtQlLaZR","['happyyangyangday', 'wayv', 'weishenv', 'yangyang']",Positive
"'무대로 (Déjà Vu;舞代路)' Track Video

#NCT #RESONANCE
#NCT2020 #RESONANCE_Pt1
#NCT2020_RESONANCE
#NCTDREAM https://t.co/T77RkDg8BG","['dj', 'vu', 'track', 'resonancenct', 'video', 'nct', 'resonancept', 'nctresonance', 'nctdream']",Positive
